-0.254026 0.048605 0.283937 
-0.181254 -0.017451 0.296204 
-0.186668 -0.016815 0.297314 
-0.179856 -0.019220 0.294824 
-0.180900 -0.025464 0.283198 
-0.199600 0.011186 0.310055 
-0.236732 0.016534 0.308886 
-0.200871 0.002398 0.314471 
-0.200848 0.002393 0.314475 
-0.239561 0.046674 0.321238 
-0.208728 0.030378 0.310278 
-0.251217 0.045916 0.284338 
-0.251817 0.046366 0.283504 
-0.247767 0.092686 0.308275 
-0.205231 0.007334 0.282568 
-0.232969 -0.011838 0.278521 
-0.182767 -0.018347 0.294501 
-0.175820 -0.022251 0.289511 
-0.235275 0.043955 0.316949 
-0.192538 0.038032 0.302330 
-0.205475 0.038951 0.300708 
-0.206526 0.036546 0.310988 
-0.248923 0.038873 0.279183 
-0.244467 0.023870 0.283503 
-0.211338 0.041638 0.304820 
-0.207171 0.042908 0.315513 
-0.233166 0.083016 0.288057 
-0.202002 0.018411 0.315118 
-0.198303 0.009851 0.285834 
-0.172651 -0.021508 0.292049 
-0.190413 0.075490 0.295974 
-0.172999 -0.022133 0.290578 
-0.199108 0.019397 0.292515 
-0.242797 0.055806 0.306730 
-0.185769 -0.011578 0.302679 
-0.241054 0.030028 0.317378 
-0.190670 -0.000879 0.314023 
-0.190529 -0.000946 0.313993 
-0.188618 -0.002047 0.312895 
-0.236107 0.016020 0.308874 
-0.215311 0.014613 0.317789 
-0.200156 0.009792 0.316384 
-0.231978 0.062961 0.328263 
-0.228464 -0.007529 0.288695 
-0.230456 -0.008705 0.285949 
-0.230413 0.015243 0.311828 
-0.186819 0.002325 0.303554 
-0.234397 0.015786 0.309759 
-0.182383 -0.002131 0.301026 
-0.214943 -0.020516 0.280521 
-0.187875 0.059186 0.294484 
-0.213345 -0.016804 0.285956 
-0.194224 0.035295 0.293783 
-0.235143 -0.008372 0.281610 
-0.235199 -0.009613 0.280140 
-0.204551 0.024151 0.307610 
-0.203169 0.026291 0.307530 
-0.186859 0.005315 0.293198 
-0.241568 0.031420 0.314725 
-0.241818 0.031857 0.315171 
-0.235371 0.045543 0.321301 
-0.188851 0.042792 0.307550 
-0.203172 0.039542 0.307665 
-0.232857 0.049207 0.320363 
-0.184393 -0.006913 0.308691 
-0.181627 0.037694 0.298263 
-0.197762 -0.028297 0.276801 
-0.233121 0.015673 0.310776 
-0.236360 0.064808 0.319717 
-0.188608 0.007718 0.287409 
-0.235096 0.070143 0.304660 
-0.162820 -0.016396 0.298842 
-0.231330 0.049249 0.324228 
-0.205376 0.073670 0.294420 
-0.188375 0.006237 0.286000 
-0.166744 -0.021315 0.290162 
-0.166678 -0.021396 0.290157 
-0.188257 0.003052 0.292697 
-0.239294 0.042113 0.284175 
-0.244529 0.044946 0.288160 
-0.166368 -0.013559 0.302543 
-0.238708 0.041115 0.290335 
-0.161369 -0.020918 0.293192 
-0.209497 -0.022895 0.280134 
-0.240910 0.048887 0.288786 
-0.201646 -0.026661 0.277824 
