,0,1,2,3,4,5,6
0,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444
1,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444
2,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444
3,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008
4,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995
5,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995
6,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001
7,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001
8,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001
9,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798
10,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798
11,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485
12,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485
13,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485
14,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854
15,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854
16,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854
17,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548
18,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548
19,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884
20,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884
21,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
22,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
23,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
24,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
25,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997
26,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997
27,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997
28,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214
29,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214
30,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354
31,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354
32,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354
33,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195
34,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195
35,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195
36,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195
37,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849
38,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849
39,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849
40,-73.064883,25.543459,20.486235999999998,84.47907,-1.6481709999999998,-0.061336,-8.149361
41,-83.3616,24.531433,44.164451,68.218228,-0.186385,0.0,-0.968319
42,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265
43,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265
44,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265
45,-95.0,23.319470000000003,72.524389,76.698916,-88.170997,-20.658756,-1.766431
46,-87.66805500000001,24.745876000000003,39.146491999999995,66.296042,-1.087141,0.0,-0.8484079999999999
47,-87.66805500000001,24.745876000000003,39.146491999999995,66.296042,-1.087141,0.0,-0.8484079999999999
48,-77.468868,25.081181,31.300344,78.78603199999999,-1.00906,-0.19397,-5.278736
49,-95.0,24.052104,55.38075799999999,66.563787,-89.998487,-20.598536,-1.437786
50,-95.0,24.052104,55.38075799999999,66.563787,-89.998487,-20.598536,-1.437786
51,-95.0,23.696468,63.70264,70.448931,88.08059200000001,-8.190669,1.919261
52,-95.0,23.696468,63.70264,70.448931,88.08059200000001,-8.190669,1.919261
53,-95.0,23.696468,63.70264,70.448931,88.08059200000001,-8.190669,1.919261
54,-86.06446899999999,25.234074,27.722664,77.208713,1.073165,0.0,-3.748211
55,-86.06446899999999,25.234074,27.722664,77.208713,1.073165,0.0,-3.748211
56,-95.0,23.408669,70.437141,76.811534,-50.151082,-20.360974,2.6686650000000003
57,-95.0,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918
58,-95.0,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918
59,-95.0,23.206039999999998,75.178653,80.8739,89.090806,-8.166514,2.159163
60,-95.0,23.206039999999998,75.178653,80.8739,89.090806,-8.166514,2.159163
