    34	-16.557291 0.000000 -8.088461 0.000000 0.000000 28.000000 -65.484162 24.891366 35.810411 96.333936 -3.218402 -0.026417 -10.108333 -0.221324 0.026785 0.285810 -0.221561 0.027302 0.285495 0.000238 -0.000517 0.000315 
    35	-29.861406 0.000000 -8.088461 0.000000 0.000000 28.000000 -50.500164 24.987039 33.503268 99.854568 -1.610734 0.000000 -13.645452 -0.229516 0.026785 0.235156 -0.229517 0.026787 0.235155 0.000001 -0.000002 0.000001 
    36	-29.861406 0.000000 0.701427 0.000000 0.000000 28.000000 -56.098760 24.574848 43.148552 96.183633 -0.756191 0.000000 -10.727841 -0.231290 0.001029 0.230363 -0.231291 0.001032 0.230362 0.000001 -0.000003 0.000001 
    37	-29.861406 0.000000 15.104456 0.000000 0.000000 28.000000 -74.471613 23.593151 66.120353 88.863467 -0.781278 -0.000235 -3.438144 -0.226361 -0.046195 0.233007 -0.226361 -0.046191 0.233005 -0.000001 -0.000004 0.000002 
    38	-29.861406 0.000000 19.876376 0.000000 0.000000 28.000000 -83.891520 23.095549 77.764133 86.723620 -0.067731 -2.336802 -0.484775 -0.222445 -0.061496 0.235248 -0.222445 -0.061494 0.235248 -0.000000 -0.000002 -0.000000 
    39	-29.861406 0.000000 30.569343 0.000000 0.000000 28.000000 -87.600595 22.999999 80.000000 92.763204 -66.858978 -13.993316 18.525124 -0.209856 -0.093816 0.242476 -0.204557 -0.068092 0.239246 -0.005299 -0.025724 0.003229 
    40	-29.861406 0.000000 29.064609 0.000000 0.000000 28.000000 -87.674184 22.999999 80.000000 93.034420 -69.894534 -14.962928 18.613068 -0.209026 -0.095490 0.242952 -0.203551 -0.068258 0.239541 -0.005475 -0.027232 0.003412 
    41	-29.861406 0.000000 19.387284 0.000000 0.000000 28.000000 -86.869452 22.999999 80.000000 88.312387 -11.764828 -0.000072 9.404622 -0.220947 -0.066343 0.236106 -0.220446 -0.064604 0.235878 -0.000502 -0.001739 0.000229 
    42	-29.861406 0.000000 14.351999 0.000000 0.000000 28.000000 -76.909030 23.471480 68.967357 88.197254 -0.483493 0.000000 -2.686155 -0.225374 -0.050531 0.233564 -0.225375 -0.050526 0.233559 0.000000 -0.000005 0.000005 
    43	-29.861406 0.000000 10.113945 0.000000 0.000000 28.000000 -69.751010 23.832332 60.523423 90.415018 -0.302330 0.000000 -5.014559 -0.228199 -0.036706 0.231943 -0.228198 -0.036697 0.231939 -0.000001 -0.000010 0.000003 
    44	-29.861406 0.000000 1.168616 0.000000 0.000000 28.000000 -58.640961 24.426734 46.614421 94.799854 -0.592977 0.000000 -9.881209 -0.231173 -0.007361 0.230235 -0.231174 -0.007356 0.230232 0.000001 -0.000005 0.000003 
    45	-15.641359 0.000000 12.381956 0.000000 0.000000 28.000000 -85.933328 23.620940 65.469984 86.154157 -0.470335 0.000000 -2.608774 -0.220603 -0.038227 0.282022 -0.220602 -0.038216 0.282017 -0.000000 -0.000011 0.000006 
    46	-8.043099 0.000000 24.379207 0.000000 0.000000 28.000000 -95.000000 23.119058 77.214037 91.701558 -51.586153 -20.558649 2.297747 -0.199167 -0.075356 0.312704 -0.194859 -0.052493 0.298137 -0.004308 -0.022863 0.014568 
    47	-10.632998 0.000000 24.976178 0.000000 0.000000 28.000000 -95.000000 23.067629 78.417476 92.433875 69.872213 -9.267985 4.266220 -0.197453 -0.082117 0.310295 -0.192818 -0.055373 0.294089 -0.004635 -0.026744 0.016206 
    48	-15.461676 0.000000 13.190396 0.000000 0.000000 28.000000 -92.553271 23.326630 72.356843 84.498324 0.075703 -1.565313 -0.753033 -0.216916 -0.046785 0.288893 -0.216915 -0.046782 0.288891 -0.000000 -0.000002 0.000002 
    49	-19.967375 0.000000 0.668751 0.000000 0.000000 28.000000 -69.743693 24.372201 47.890494 92.164356 -1.123353 0.000000 -7.814449 -0.226781 -0.005543 0.269918 -0.226782 -0.005539 0.269916 0.000000 -0.000003 0.000001 
    50	-24.936598 0.000000 -11.272105 0.000000 0.000000 28.000000 -53.841675 25.068581 31.595651 99.757953 -1.758621 -0.000120 -13.516422 -0.227101 0.033935 0.252204 -0.227103 0.033938 0.252203 0.000002 -0.000003 0.000001 
    51	-28.830955 0.000000 -25.673354 0.000000 0.000000 28.000000 -41.740005 28.321720 20.800177 106.000000 -36.814631 0.000000 -20.000000 -0.215862 0.079469 0.243571 -0.215895 0.079464 0.243582 0.000033 0.000005 -0.000011 
    52	-32.461307 0.000000 -34.932114 0.000000 0.000000 28.000000 -38.487907 29.056863 12.596936 106.000000 -36.814586 0.000000 -20.000000 -0.203889 0.106192 0.238742 -0.218178 0.105902 0.243438 0.014289 0.000290 -0.004696 
    53	-37.575834 0.000000 -40.812863 0.000000 0.000000 28.000000 10.000000 100.000001 -9.012227 106.000000 -36.814631 0.000000 -20.000000 -0.194996 0.121748 0.229754 -0.219312 0.128310 0.237416 0.024316 -0.006562 -0.007662 
    54	-26.902334 0.000000 -52.929681 0.000000 0.000000 28.000000 9.802454 88.181397 -30.155821 106.000000 -36.814594 0.000000 -20.000000 -0.166375 0.149837 0.272479 -0.191768 0.156322 0.288343 0.025393 -0.006485 -0.015864 
    55	-17.022511 0.000000 -40.862711 0.000000 0.000000 28.000000 9.782281 98.789694 -21.394364 105.999996 27.262618 -53.837414 -19.797882 -0.179124 0.127172 0.291241 -0.179124 0.127172 0.291241 -0.000000 -0.000000 0.000000 
    56	-13.399245 0.000000 -35.969025 0.000000 0.000000 28.000000 -56.332887 38.098234 16.236981 106.000000 -36.814624 0.000000 -20.000000 -0.184508 0.114544 0.299786 -0.188219 0.114638 0.302446 0.003711 -0.000095 -0.002660 
    57	1.600678 0.000000 -30.517082 0.000000 0.000000 28.000000 -72.606783 25.754823 15.537199 103.954145 -3.086081 -0.000004 -14.081783 -0.170969 0.097838 0.342424 -0.170975 0.097841 0.342422 0.000005 -0.000003 0.000003 
    58	15.280146 0.000000 -26.011460 0.000000 0.000000 28.000000 -88.870732 25.400751 23.822423 98.896547 -2.359293 0.000000 -10.641155 -0.145659 0.084487 0.379522 -0.145661 0.084488 0.379519 0.000002 -0.000001 0.000002 
    59	12.230206 0.000000 -11.934631 0.000000 0.000000 28.000000 -93.883147 24.793630 38.029036 91.720191 -1.692046 -0.000002 -7.425288 -0.165193 0.042609 0.378178 -0.165198 0.042621 0.378166 0.000005 -0.000012 0.000013 
    60	2.103500 0.000000 -6.770164 0.000000 0.000000 28.000000 -87.551446 24.625604 41.960850 90.958660 -0.740203 0.000000 -6.816119 -0.191011 0.024404 0.351026 -0.191019 0.024427 0.350997 0.000008 -0.000023 0.000029 
    61	-2.854078 0.000000 0.930119 0.000000 0.000000 28.000000 -88.126562 24.263841 50.426117 88.168955 -1.239679 0.000000 -5.341617 -0.203325 0.000429 0.333663 -0.203325 0.000433 0.333660 0.000000 -0.000004 0.000003 
    62	-16.810398 0.000000 13.766461 0.000000 0.000000 28.000000 -89.075340 23.491250 68.504725 85.358650 0.251178 -0.357848 -1.744405 -0.218854 -0.042210 0.285632 -0.218853 -0.042205 0.285631 -0.000001 -0.000004 0.000001 
    63	-24.119542 0.000000 23.396281 0.000000 0.000000 28.000000 -92.434795 22.999999 80.000000 88.342363 81.270215 -6.242785 -15.334492 -0.216155 -0.072347 0.261353 -0.213542 -0.062814 0.259604 -0.002613 -0.009533 0.001749 
    64	-34.072702 0.000000 31.827191 0.000000 0.000000 28.000000 -85.200843 22.999999 80.000000 93.881407 -25.082668 -1.549394 13.047269 -0.208526 -0.097866 0.232479 -0.203118 -0.069488 0.229542 -0.005408 -0.028378 0.002937 
    65	-23.070138 0.000000 22.860089 0.000000 0.000000 28.000000 -91.813600 22.999999 80.000000 89.146782 -79.631964 -18.182328 17.554822 -0.215021 -0.076525 0.259115 -0.211695 -0.063790 0.256893 -0.003325 -0.012735 0.002222 
    66	-18.102522 0.000000 9.899947 0.000000 0.000000 28.000000 -82.679368 23.706473 63.468511 87.034697 -0.726191 0.000000 -3.236103 -0.222720 -0.036064 0.275044 -0.222720 -0.036063 0.275044 -0.000000 -0.000001 0.000000 
    67	-4.435137 0.000000 5.976011 0.000000 0.000000 28.000000 -91.717610 23.861926 59.830930 85.668185 -0.687071 0.000000 -3.115777 -0.208200 -0.020985 0.322088 -0.208199 -0.020984 0.322087 -0.000000 -0.000001 0.000001 
    68	6.361347 0.000000 -0.000518 0.000000 0.000000 28.000000 -95.000000 23.994530 56.727989 90.994103 68.318959 -9.165286 3.863216 -0.187652 -0.001861 0.358037 -0.187371 -0.000509 0.356270 -0.000281 -0.001351 0.001767 
    69	16.915103 0.000000 -5.750162 0.000000 0.000000 28.000000 -95.000000 24.394817 47.361259 97.401869 56.575626 -9.888479 4.628911 -0.159477 0.017250 0.388588 -0.159610 0.024932 0.375041 0.000133 -0.007683 0.013547 
    70	28.322543 0.000000 -12.552568 0.000000 0.000000 28.000000 -94.999997 24.772115 38.532681 105.310076 -39.175458 -19.085922 4.357058 -0.121293 0.039383 0.413784 -0.126644 0.051481 0.384791 0.005351 -0.012098 0.028993 
    71	7.981077 0.000000 -1.738983 0.000000 0.000000 28.000000 -95.000000 24.151898 53.045582 93.058242 -9.670591 -16.916962 6.091425 -0.178615 0.005927 0.369379 -0.178135 0.009253 0.364491 -0.000480 -0.003325 0.004889 
    72	-1.572205 0.000000 -1.738983 0.000000 0.000000 28.000000 -88.359034 24.343149 48.570289 88.667105 -1.074901 -0.000006 -5.623294 -0.200143 0.005791 0.339070 -0.200143 0.005794 0.339068 -0.000000 -0.000003 0.000002 
    73	-5.931572 0.000000 -1.738983 0.000000 0.000000 28.000000 -83.297744 24.405459 47.112249 89.799308 -0.918722 0.000000 -6.566783 -0.208285 0.005780 0.324019 -0.208286 0.005790 0.324012 0.000001 -0.000010 0.000007 
    74	-16.042051 0.000000 -1.738983 0.000000 0.000000 28.000000 -71.653910 24.529261 44.215269 92.720910 -0.817043 -0.000122 -8.214599 -0.222490 0.005777 0.287345 -0.222491 0.005780 0.287343 0.000001 -0.000003 0.000002 
    75	-24.453062 0.000000 -1.738983 0.000000 0.000000 28.000000 -62.028955 24.608253 42.366867 95.095246 -1.175684 0.000000 -9.896727 -0.229254 0.005778 0.255305 -0.229254 0.005781 0.255304 0.000001 -0.000002 0.000002 
    76	-37.625275 0.000000 -1.738983 0.000000 0.000000 28.000000 -47.086569 24.689789 40.458919 98.719534 -1.200426 0.000000 -12.981667 -0.230265 0.005777 0.204037 -0.230275 0.005789 0.204031 0.000010 -0.000013 0.000006 
    77	-26.273469 0.000000 9.348255 0.000000 0.000000 28.000000 -68.819407 24.009153 56.385809 90.966091 -0.804556 0.000000 -6.138077 -0.229052 -0.027650 0.241151 -0.229053 -0.027647 0.241150 0.000000 -0.000003 0.000001 
    78	-15.621788 0.000000 16.513646 0.000000 0.000000 28.000000 -93.468017 23.187894 75.603260 84.457513 -1.323273 -2.591520 0.618856 -0.217359 -0.051857 0.283203 -0.217345 -0.051797 0.283180 -0.000014 -0.000060 0.000023 
    79	-10.406318 0.000000 26.822916 0.000000 0.000000 28.000000 -95.000000 23.024226 79.433108 92.081132 -71.400819 -20.948942 -0.044182 -0.199088 -0.082807 0.305828 -0.194428 -0.057049 0.290798 -0.004660 -0.025759 0.015029 
    80	-11.765685 0.000000 22.327551 0.000000 0.000000 28.000000 -95.000000 23.027006 79.368039 90.664799 -75.828479 -20.924899 -0.559464 -0.203410 -0.075387 0.302727 -0.199297 -0.055851 0.291208 -0.004113 -0.019537 0.011520 
    81	-11.765685 0.000000 12.938259 0.000000 0.000000 28.000000 -95.000000 23.228235 74.659288 85.309483 0.619519 -10.119849 3.113210 -0.213206 -0.045982 0.300504 -0.213206 -0.045980 0.300503 -0.000000 -0.000002 0.000001 
    82	-11.765685 0.000000 6.812296 0.000000 0.000000 28.000000 -86.224495 23.850433 60.099854 86.745293 -0.701523 0.000000 -3.307789 -0.216988 -0.025973 0.299700 -0.216988 -0.025964 0.299693 -0.000000 -0.000009 0.000007 
    83	-11.765685 0.000000 -4.421203 0.000000 0.000000 28.000000 -74.036690 24.577985 43.075184 91.432746 -3.827441 -0.000016 -10.939495 -0.218402 0.011303 0.299403 -0.218481 0.011547 0.299261 0.000079 -0.000244 0.000143 
    84	-11.765685 0.000000 -8.756511 0.000000 0.000000 28.000000 -70.317165 24.826044 37.270552 94.946510 -1.446520 0.000000 -9.872443 -0.217038 0.025598 0.299687 -0.217039 0.025600 0.299685 0.000001 -0.000002 0.000002 
    85	-11.765685 0.000000 -18.676797 0.000000 0.000000 28.000000 -63.722790 25.325200 25.600810 100.560173 -0.592588 -0.267089 -12.327573 -0.209944 0.057766 0.301165 -0.210294 0.058119 0.300904 0.000350 -0.000353 0.000261 
    86	-18.231018 0.000000 -30.986004 0.000000 0.000000 28.000000 -52.526529 25.851852 13.266642 106.000000 -13.186580 0.000000 -20.000000 -0.201027 0.095096 0.284814 -0.201029 0.095097 0.284814 0.000002 -0.000000 -0.000000 
    87	-24.691571 0.000000 -37.941709 0.000000 0.000000 28.000000 -47.884356 52.629833 21.859216 106.000000 -36.814617 0.000000 -20.000000 -0.194604 0.114351 0.269168 -0.205195 0.114595 0.274577 0.010591 -0.000244 -0.005410 
    88	-29.968583 0.000000 -52.754067 0.000000 0.000000 28.000000 -47.700092 27.080090 -2.153115 106.000000 -36.812555 0.000000 -20.000000 -0.168280 0.149428 0.267052 -0.195198 0.156149 0.282738 0.026918 -0.006721 -0.015686 
    89	-21.730619 0.000000 -52.754067 0.000000 0.000000 28.000000 -46.559866 55.295681 5.748747 106.000000 -36.814631 0.000000 -20.000000 -0.159867 0.151403 0.286719 -0.181517 0.157400 0.302905 0.021650 -0.005998 -0.016186 
    90	-7.703454 0.000000 -52.754067 0.000000 0.000000 28.000000 -68.336735 26.701533 1.677711 106.000000 -36.814623 0.000000 -20.000000 -0.140274 0.151533 0.321765 -0.152250 0.155365 0.335316 0.011976 -0.003832 -0.013551 
    91	3.685451 0.000000 -52.754067 0.000000 0.000000 28.000000 -78.646135 26.503101 4.355390 106.000000 -36.814690 0.000000 -20.000000 -0.118595 0.151541 0.346031 -0.124969 0.153991 0.356130 0.006375 -0.002450 -0.010099 
    92	14.914880 0.000000 -52.754067 0.000000 0.000000 28.000000 -86.766901 44.768877 14.162807 106.000000 -36.814627 0.000000 -20.000000 -0.092916 0.151541 0.365319 -0.095716 0.152953 0.371799 0.002799 -0.001413 -0.006480 
    93	14.914880 0.000000 -39.411062 0.000000 0.000000 28.000000 -86.086737 25.941672 11.164947 105.999933 -3.429668 0.000000 -14.164262 -0.119170 0.123559 0.374315 -0.119241 0.123570 0.374293 0.000071 -0.000011 0.000023 
    94	14.914880 0.000000 -26.887180 0.000000 0.000000 28.000000 -88.968785 25.460927 22.414297 99.584591 -2.072436 0.000000 -11.209038 -0.141585 0.089218 0.380430 -0.141620 0.089237 0.380395 0.000035 -0.000020 0.000035 
    95	14.914880 0.000000 -20.319718 0.000000 0.000000 28.000000 -91.734204 25.171596 29.184630 96.027356 -1.828959 0.000000 -9.268288 -0.150413 0.069285 0.382791 -0.150415 0.069288 0.382788 0.000002 -0.000003 0.000003 
    96	14.914880 0.000000 -6.404003 0.000000 0.000000 28.000000 -95.000000 24.443567 46.220530 96.665252 -27.281584 -18.367304 5.139406 -0.161484 0.024618 0.385740 -0.161474 0.029131 0.377373 -0.000010 -0.004513 0.008367 
    97	5.000486 0.000000 -1.450922 0.000000 0.000000 28.000000 -95.000000 24.232080 51.169309 88.834401 0.154028 -4.054811 -1.041655 -0.185948 0.006704 0.360170 -0.185948 0.006707 0.360168 0.000000 -0.000003 0.000003 
    98	-1.286448 0.000000 11.924026 0.000000 0.000000 28.000000 -95.000000 23.568640 66.693800 90.191068 -22.811330 -18.538753 5.190217 -0.197287 -0.035973 0.338288 -0.195371 -0.027440 0.330316 -0.001916 -0.008533 0.007972 
    99	-10.195234 0.000000 20.487971 0.000000 0.000000 28.000000 -95.000000 23.155190 76.368546 89.769972 78.072363 -8.707456 3.413305 -0.204441 -0.063448 0.310496 -0.201175 -0.049264 0.301065 -0.003265 -0.014184 0.009431 
   100	-23.382540 0.000000 29.439700 0.000000 0.000000 28.000000 -93.568583 22.999999 80.000000 91.438277 55.689053 -0.057139 -10.550904 -0.207097 -0.091430 0.268298 -0.201426 -0.065054 0.263564 -0.005671 -0.026375 0.004734 
   101	-29.875180 0.000000 29.936057 0.000000 0.000000 28.000000 -87.884886 22.999999 80.000000 93.412157 -48.254510 -7.972663 17.258015 -0.207743 -0.097924 0.244087 -0.202027 -0.068454 0.240381 -0.005716 -0.029470 0.003706 
   102	-29.875180 0.000000 21.026996 0.000000 0.000000 28.000000 -86.944117 22.999999 80.000000 89.163506 -15.346839 -0.451188 10.358191 -0.219187 -0.071568 0.237111 -0.217500 -0.065374 0.236306 -0.001687 -0.006194 0.000805 
   103	-29.875180 0.000000 9.335972 0.000000 0.000000 28.000000 -68.707134 23.885948 59.268796 90.699394 -0.087066 0.000000 -5.679192 -0.228587 -0.034360 0.231671 -0.228587 -0.034356 0.231670 0.000000 -0.000004 0.000001 
   104	-29.875180 0.000000 3.672386 0.000000 0.000000 28.000000 -61.342849 24.274537 50.175823 93.589985 -1.001967 0.000000 -8.467139 -0.230745 -0.015565 0.230428 -0.230745 -0.015561 0.230427 0.000000 -0.000004 0.000001 
   105	-29.875180 0.000000 -0.782720 0.000000 0.000000 28.000000 -56.575561 24.542350 43.909008 95.903875 -1.076234 -0.000000 -10.443249 -0.231296 -0.000836 0.230111 -0.231298 -0.000830 0.230108 0.000002 -0.000006 0.000003 
   106	-29.875180 0.000000 -8.108031 0.000000 0.000000 28.000000 -50.046524 24.941003 34.580637 99.737443 -1.717742 -0.000048 -13.177150 -0.230045 0.023402 0.230829 -0.230049 0.023406 0.230827 0.000003 -0.000004 0.000002 
   107	-29.875180 0.000000 -22.290775 0.000000 0.000000 28.000000 -41.372291 25.628973 18.798666 105.888068 -3.660211 -0.043412 -19.889449 -0.220071 0.069003 0.236560 -0.220156 0.069033 0.236551 0.000084 -0.000029 0.000009 
   108	-29.875180 0.000000 -32.755920 0.000000 0.000000 28.000000 -41.838272 45.556739 22.794737 106.000000 -36.814631 0.000000 -20.000000 -0.206615 0.100138 0.244292 -0.216480 0.099635 0.247768 0.009865 0.000503 -0.003476 
   109	-29.875180 0.000000 -45.573451 0.000000 0.000000 28.000000 -38.811393 60.519255 14.686745 106.000000 -36.814630 0.000000 -20.000000 -0.183867 0.133544 0.257362 -0.206610 0.136624 0.268147 0.022743 -0.003079 -0.010786 
   110	-29.875180 0.000000 -52.593112 0.000000 0.000000 28.000000 -47.323880 26.125209 6.870086 106.000000 37.500000 -73.081333 -20.000000 -0.168834 0.149123 0.265999 -0.168836 0.149124 0.265999 0.000002 -0.000001 -0.000000 
   111	-27.326760 0.000000 -46.133877 0.000000 0.000000 28.000000 -52.648251 85.787693 35.726870 106.000000 -36.814589 0.000000 -20.000000 -0.177551 0.139528 0.264868 -0.200851 0.143639 0.277386 0.023300 -0.004110 -0.012518 
   112	-20.350130 0.000000 -42.040094 0.000000 0.000000 28.000000 -50.885203 25.893751 12.286212 106.000000 32.017188 -56.319358 -20.000000 -0.181174 0.129054 0.281478 -0.181180 0.129056 0.281481 0.000006 -0.000001 -0.000003 
   113	-12.222197 0.000000 -27.826159 0.000000 0.000000 28.000000 -58.083862 25.818309 14.135070 105.957122 -3.348914 -0.020676 -16.300417 -0.197041 0.091884 0.300593 -0.197049 0.091888 0.300591 0.000008 -0.000004 0.000002 
   114	-2.219354 0.000000 -21.640623 0.000000 0.000000 28.000000 -71.294622 25.439398 22.918145 100.531317 -2.245821 -0.000020 -12.524795 -0.191226 0.072366 0.330464 -0.191229 0.072369 0.330462 0.000002 -0.000003 0.000002 
