,I0,I1,I2,O0,O1,O2,O3,O4,O5,O6
0,0.5199159934572214,0.45072188253590406,0.34999999999999987,0.18090052380952393,0.02476741494110607,0.6185818803418803,0.7245651914383591,0.4717250901599056,1.0,0.24678614422195422
1,0.7674503801708252,0.3414597185566676,0.34999999999999987,0.03249992380952382,0.027376246042175423,0.5784058547008548,0.7519256359626469,0.4706370224527081,1.0,0.2523218058183269
2,0.38561744852028446,0.6046189490820856,0.3999999999999999,0.1637642857142858,0.016698480085753753,0.7428434273504274,0.5864961091179635,0.47892478994350135,1.0,0.31208589802395703
3,0.7111298759362445,0.5261023351158339,0.19999999999999996,0.0,0.01616325932043483,0.7510859743589744,0.5557650432950685,0.49581988336053195,0.8258750612756938,0.6788551711114014
4,0.4259799841758858,0.5444005415205667,0.19999999999999996,0.16159430476190484,0.018454921598573426,0.7157943076923078,0.44096170104257526,0.47659159495764347,0.9999999888241673,0.332684962729925
5,0.41391806819995025,0.5261023351158339,0.19999999999999996,0.18383971428571433,0.02056762284239938,0.6832587179487181,0.49329067784148783,0.47668204644059825,1.0,0.30334547953862323
6,0.4259799841758858,0.35700886232585555,0.19999999999999996,0.2853934285714286,0.030710505695831003,0.527058188034188,0.7952710838185726,0.46940373841993666,1.0,0.1746646841511602
7,0.5722464885130115,0.18439957776020915,0.0,0.23112653333333344,0.039897661301359466,0.38557616239316245,0.8114151545703447,0.4644943294590986,0.9999999888241673,0.15533795170730008
8,0.5722464885130115,0.03882338028719334,0.0,0.24531959999999997,0.1290030356103108,0.3029716153846154,1.0,0.4284434947842619,1.0,0.0
9,0.8735933334779113,0.2880996366897107,0.19999999999999996,0.0032353428571428866,0.030473388818873015,0.5307098974358975,0.7079117213805608,0.4685330332099086,0.9999999888241673,0.2520711378317147
10,1.0,0.2880996366897107,0.19999999999999996,0.0,0.029174427813651205,0.5507138461538462,1.0,0.6426967796128205,0.8241486968682892,0.4756311758389278
11,0.7593398825269924,0.6034642678800308,0.3999999999999999,0.0,0.014367856769666065,0.7787351623931624,0.7839120546365792,0.18004188406330485,0.7740286298682779,0.582492783940189
12,0.7200322830313304,0.11080479781880698,0.3999999999999999,0.10877880952380958,0.036007843220575486,0.45138641025641035,1.0,0.26874900450341477,1.0,0.0
13,0.7780568309460962,0.1523687841764952,0.3999999999999999,0.08160525714285716,0.03513233674980942,0.46948212820512825,1.0,0.2687493822320618,1.0,0.0
14,0.534691462087545,0.6214082758929039,0.19999999999999996,0.00891142857142857,0.012075480205831657,0.8140376495726498,0.25039107608538025,0.4834661342993983,0.9999999776483346,0.4341496224396751
15,0.8490685990718377,0.20323576367365614,0.3999999999999999,0.03878308571428579,0.03414227184046048,0.47420917948717956,1.0,0.46161818731590354,0.9999999664725019,0.08240802330299823
16,0.09884994393771113,0.3194367450323107,0.3999999999999999,0.5079008666666667,0.031980960208286724,0.5075741367521368,1.0,0.26874898706978484,1.0,0.0
17,0.7742797248976739,0.3077129521254408,0.3999999999999999,0.0442525619047619,0.029451414819443744,0.5464482051282051,0.8754645198330668,0.47102650136633467,1.0,0.23661699510495143
