,h1,h2,h3,a1,a2,a3,f1,f2,f3,x1,x2,x3
188,-0.174015,-0.024978,0.314565,-0.19444,-0.016619,0.28216199999999997,-0.174352,-0.058967999999999986,0.323971,-0.173422,-0.044733,0.313328
189,-0.147724,0.076123,0.311713,-0.195554,0.148869,0.25605500000000003,-0.156352,0.137465,0.298397,-0.175808,0.141121,0.314855
191,-0.13622,0.13617100000000001,0.34692399999999995,-0.172226,0.14671900000000002,0.301765,-0.151947,0.146729,0.334044,-0.153755,0.147198,0.336077
192,-0.219623,0.029692000000000003,0.24547600000000003,-0.196384,0.013645,0.248732,-0.22122600000000006,0.021517,0.245796,-0.221229,0.021521,0.245794
193,-0.19203599999999998,-0.041632,0.26019499999999995,-0.173629,-0.026201,0.242416,-0.188125,-0.047838,0.248887,-0.188126,-0.047834,0.248885
194,-0.156824,0.145377,0.329284,-0.198485,0.167504,0.235023,-0.160906,0.163402,0.288164,-0.178668,0.169708,0.301521
195,-0.123453,-0.06944700000000001,0.353479,-0.184567,-0.026661,0.270896,-0.154505,-0.073127,0.317312,-0.155444,-0.05198,0.303282
196,-0.172556,0.07357000000000001,0.35899699999999996,-0.159606,0.035122,0.326492,-0.169229,0.048854,0.35935900000000004,-0.16923,0.048855,0.35935700000000004
197,-0.153276,0.06707,0.362005,-0.164219,0.024579,0.327828,-0.156327,0.027416000000000003,0.37897,-0.156382,0.028506,0.376969
198,-0.18203,0.076561,0.257011,-0.210833,0.086189,0.21461100000000002,-0.188654,0.088637,0.244258,-0.213081,0.085686,0.25373
199,-0.185393,0.06322799999999999,0.27904,-0.162247,0.019516,0.286384,-0.179817,0.03117,0.294636,-0.17982,0.03117,0.294637
200,-0.228888,-0.022197,0.21259299999999998,-0.21867899999999998,0.004063000000000001,0.184999,-0.23711,-0.00644,0.184776,-0.237111,-0.006435,0.184774
201,-0.209889,0.094448,0.22421,-0.219504,0.08828,0.163685,-0.216542,0.100448,0.20188,-0.227092,0.099952,0.203243
202,-0.15220699999999998,-0.00963,0.338915,-0.16554100000000002,-0.026708999999999997,0.279044,-0.124589,-0.055232,0.351781,-0.132471,-0.029193,0.32865700000000003
203,-0.142713,0.090765,0.318217,-0.17911,0.140533,0.28656,-0.139516,0.107685,0.304904,-0.164627,0.10721,0.330196
204,-0.180385,-0.002732,0.315632,-0.152892,-0.015836000000000003,0.278944,-0.161495,-0.022678,0.317891,-0.161497,-0.022674,0.317889
205,-0.192377,0.11912400000000001,0.264997,-0.21354099999999998,0.124207,0.200663,-0.18197,0.124245,0.249043,-0.210735,0.12662,0.261439
206,-0.212858,0.042365,0.23574499999999998,-0.204281,0.025356999999999998,0.218599,-0.219784,0.038593,0.224065,-0.219801,0.038602,0.224061
207,-0.192449,0.064427,0.246556,-0.187675,0.036335,0.248034,-0.179314,0.046642,0.25854,-0.196253,0.04026,0.266908
208,-0.180437,0.06755,0.26005,-0.197287,0.07246699999999999,0.247585,-0.17063599999999998,0.068518,0.263591,-0.197129,0.061622,0.27822800000000003
209,-0.18929300000000002,0.085363,0.259362,-0.197863,0.075736,0.24750300000000003,-0.16849,0.07270900000000001,0.264849,-0.196731,0.066008,0.28089000000000003
210,-0.18868800000000002,-0.037624,0.267442,-0.16353099999999998,-0.026848,0.24949899999999997,-0.179075,-0.047443,0.258628,-0.17915599999999998,-0.046996,0.25847800000000004
211,-0.19253299999999998,0.047457,0.241546,-0.172822,0.00822,0.251824,-0.184506,0.024007,0.255436,-0.191573,0.020503,0.25869699999999995
212,-0.185461,0.032365,0.24866799999999997,-0.171072,0.006079,0.251916,-0.185022,0.020331,0.255133,-0.190529,0.017491999999999997,0.257657
213,-0.085425,0.121544,0.369288,-0.12701300000000001,0.13855399999999998,0.34968299999999997,-0.077025,0.127855,0.383991,-0.079669,0.128296,0.381657
214,-0.183023,-0.047027,0.276385,-0.164721,-0.02995,0.251938,-0.175811,-0.056734000000000014,0.260546,-0.175812,-0.05673200000000001,0.260546
215,-0.222796,0.021535,0.275427,-0.18437699999999999,0.0072829999999999995,0.280474,-0.212456,0.011679,0.291754,-0.212457,0.011682,0.29175300000000004
216,-0.16675299999999998,0.11177100000000001,0.34828200000000004,-0.17763099999999998,0.093091,0.30961700000000003,-0.188775,0.103834,0.328604,-0.188969,0.103879,0.328438
217,-0.158391,0.109097,0.31528,-0.173447,0.13373800000000002,0.296004,-0.139628,0.096169,0.302793,-0.165516,0.093367,0.328415
218,-0.179724,0.013824000000000001,0.311701,-0.206262,-0.005163,0.294808,-0.172727,-0.051754,0.353897,-0.171354,-0.028847,0.332453
219,-0.169987,0.024391,0.333226,-0.194577,-0.002151,0.304605,-0.163266,-0.028529,0.37174,-0.163124,-0.010342,0.350369
220,-0.20511100000000002,0.01757,0.33384400000000003,-0.181203,0.0058119999999999995,0.307526,-0.183931,-0.003811,0.34938800000000003,-0.183932,-0.0038,0.34938
221,-0.17838199999999999,0.119404,0.28615799999999997,-0.20656799999999997,0.141707,0.227289,-0.172527,0.13058599999999998,0.271495,-0.197337,0.13372699999999998,0.28625500000000004
222,-0.184031,-0.075145,0.255664,-0.235125,-0.016058000000000003,0.199664,-0.222348,-0.087667,0.202723,-0.217532,-0.068521,0.201692
223,-0.187953,-0.037384,0.274937,-0.164297,-0.028301,0.25421900000000003,-0.176957,-0.043833,0.271814,-0.176958,-0.04383,0.271812
224,-0.2095,0.077187,0.22228699999999998,-0.21883699999999998,0.064488,0.175956,-0.225439,0.078996,0.200275,-0.225449,0.07899500000000001,0.200276
225,-0.203251,0.074826,0.22652399999999998,-0.211522,0.04968,0.193912,-0.21355900000000005,0.063575,0.219275,-0.218995,0.062327,0.220454
226,-0.121421,0.134493,0.355414,-0.161769,0.165326,0.303242,-0.12418,0.140822,0.33194,-0.137219,0.144354,0.349959
227,-0.185273,-0.012589,0.301554,-0.154391,-0.019219,0.27242,-0.168848,-0.029232,0.30222,-0.168849,-0.029229,0.302218
228,-0.080118,0.15148699999999998,0.37609699999999996,-0.11901700000000001,0.167982,0.345064,-0.062412,0.142749,0.371517,-0.063251,0.14758800000000002,0.369423
229,-0.12255999999999999,0.047172000000000006,0.374923,-0.13913699999999998,0.013516,0.316473,-0.115637,0.027889,0.367764,-0.115637,0.02789,0.367762
230,-0.23131300000000002,-0.019137,0.227895,-0.213658,-0.00202,0.229744,-0.235594,-0.010933,0.223758,-0.235596,-0.010927,0.223755
231,-0.14660499999999999,-0.009478,0.34767,-0.157443,-0.022727,0.281862,-0.13658,-0.03547,0.34720100000000004,-0.138501,-0.023899,0.33584200000000003
232,-0.22760300000000003,-0.048594,0.247954,-0.21256799999999998,-0.008403,0.257252,-0.230963,-0.036175,0.255204,-0.230963,-0.036173,0.255203
233,-0.184615,0.01434,0.304931,-0.15395,-0.008485,0.281238,-0.167284,-0.001422,0.310602,-0.167291,-0.001408,0.31059499999999995
234,-0.18575,0.027806,0.295075,-0.152788,-0.002797,0.28018699999999996,-0.17296199999999998,0.008945999999999999,0.298475,-0.172986,0.008975,0.29846100000000003
235,-0.210365,-0.011384,0.297412,-0.207889,-0.0005780000000000001,0.293138,-0.207427,-0.036231,0.32941,-0.205716,-0.030327,0.324202
236,-0.201789,0.014547,0.310157,-0.205893,0.002723,0.299681,-0.195043,-0.027968,0.352434,-0.192682,-0.017306000000000002,0.341066
237,-0.11565299999999999,0.059864,0.378942,-0.15798199999999998,0.029227999999999997,0.336175,-0.115884,0.039326,0.403203,-0.12129,0.04858,0.382403
238,-0.145581,0.007384,0.375646,-0.173189,0.008499,0.318344,-0.15441,-0.002613,0.378236,-0.15499000000000002,0.007375,0.363873
239,-0.20585100000000003,0.011777,0.327345,-0.177849,0.003322,0.302822,-0.188348,-0.002754,0.336152,-0.188352,-0.0027370000000000003,0.336141
240,-0.10840899999999999,0.134647,0.364668,-0.154614,0.152613,0.32088099999999997,-0.121346,0.148425,0.355484,-0.123135,0.149045,0.3584
241,-0.21851900000000002,0.011816,0.287752,-0.182901,0.0033880000000000004,0.28623699999999996,-0.205509,-0.002764,0.301446,-0.20551,-0.002758,0.301442
242,-0.142078,0.13826,0.34270300000000004,-0.185912,0.150028,0.277944,-0.152679,0.14845899999999998,0.319333,-0.161323,0.150795,0.32811
243,-0.22115700000000002,0.006307,0.255994,-0.190697,0.0012619999999999999,0.261772,-0.215738,-0.002763,0.265904,-0.215741,-0.002756,0.265901
244,-0.117776,-0.062301,0.362394,-0.16455699999999998,-0.027673000000000003,0.273809,-0.144278,-0.052816,0.331478,-0.145779,-0.038859,0.320181
245,-0.17665,-0.044405,0.300706,-0.162146,-0.029763,0.264246,-0.168078,-0.053412,0.28970500000000005,-0.168079,-0.053403999999999986,0.289702
246,-0.132537,0.04736,0.358667,-0.141785,0.003283,0.308195,-0.119009,0.019655,0.366555,-0.119195,0.019952,0.366101
247,-0.139307,0.058379999999999994,0.36946799999999996,-0.179536,0.024293000000000002,0.332473,-0.143988,0.016922,0.40743,-0.146385,0.032145,0.378361
248,-0.19901,-0.062375,0.24255,-0.20979099999999998,-0.020803,0.21145799999999998,-0.211371,-0.056056,0.208202,-0.211371,-0.056048,0.2082
249,-0.173698,0.054067,0.278958,-0.162591,0.015837999999999998,0.283402,-0.167516,0.037213,0.301522,-0.17066099999999998,0.035749,0.304057
250,-0.188334,0.031743,0.24159899999999998,-0.183196,0.010189,0.222379,-0.187176,0.022729,0.229708,-0.199359,0.016691,0.233467
251,-0.1654,0.087107,0.298724,-0.161227,0.057255999999999994,0.305238,-0.14843299999999998,0.064964,0.318466,-0.158334,0.061715,0.32876700000000003
252,-0.073729,0.125022,0.371408,-0.123734,0.1694,0.342993,-0.071646,0.155014,0.379393,-0.071828,0.155148,0.380003
253,-0.1187,0.096671,0.346916,-0.137096,0.058261,0.33466,-0.10276,0.06496299999999999,0.36472,-0.104023,0.064343,0.367322
254,-0.088831,0.11688599999999999,0.38840399999999997,-0.13314700000000002,0.122179,0.352227,-0.095234,0.127566,0.392606,-0.095237,0.127566,0.392602
255,-0.125553,0.013578,0.40728400000000003,-0.160419,0.051337,0.34677399999999997,-0.13151,0.053253,0.409286,-0.134256,0.060464,0.389531
256,-0.179313,0.105073,0.28707699999999997,-0.183109,0.082527,0.290819,-0.184769,0.090003,0.29893800000000004,-0.187969,0.089633,0.301213
257,-0.147634,0.137632,0.33539800000000003,-0.18755,0.16131800000000002,0.264011,-0.144164,0.14111400000000002,0.304304,-0.165572,0.146091,0.325017
258,-0.15051199999999998,0.006079,0.342464,-0.158747,-0.022297,0.28444200000000003,-0.12825,-0.038479,0.354572,-0.13308399999999998,-0.021177,0.337389
259,-0.169959,0.098335,0.35501900000000003,-0.16636199999999998,0.06705900000000001,0.324965,-0.184654,0.08269800000000001,0.34301,-0.184705,0.082738,0.342969
260,-0.181763,-0.023934,0.30485100000000004,-0.156725,-0.023995,0.270318,-0.166902,-0.038606,0.302105,-0.166904,-0.038598,0.302102
261,-0.138478,-0.077589,0.354027,-0.20763800000000002,-0.015455000000000002,0.279198,-0.183309,-0.063136,0.325699,-0.18124,-0.044894,0.312175
262,-0.07156900000000001,0.11342,0.384354,-0.12876600000000002,0.136383,0.35370300000000005,-0.079702,0.132572,0.396048,-0.085895,0.133475,0.387642
263,-0.185616,0.07560499999999999,0.31140500000000004,-0.172492,0.05114,0.299427,-0.191879,0.058918,0.303406,-0.191883,0.058921,0.303404
264,-0.146744,0.110077,0.333463,-0.156978,0.091589,0.324318,-0.151661,0.095609,0.34183,-0.151661,0.095609,0.341832
265,-0.106814,0.139151,0.365295,-0.156578,0.162711,0.313288,-0.118783,0.15499000000000002,0.349858,-0.123,0.156743,0.356677
266,-0.152401,0.091837,0.297477,-0.197904,0.149782,0.247119,-0.163021,0.130951,0.284733,-0.18698,0.134231,0.30196
267,-0.188924,0.07304,0.324975,-0.16613499999999998,0.03564,0.311602,-0.186601,0.04626,0.32907,-0.186606,0.046265,0.329066
268,-0.161658,-0.007722,0.374327,-0.173479,0.008118,0.31285,-0.169466,0.003771,0.362194,-0.169438,0.004204,0.361592
269,-0.100135,0.13187100000000002,0.366562,-0.148224,0.163661,0.322937,-0.112438,0.15499100000000002,0.35522600000000004,-0.115727,0.156444,0.36105
270,-0.14466400000000001,-0.041505,0.37140100000000004,-0.19176400000000002,-0.0031609999999999997,0.302906,-0.167031,-0.029202,0.361968,-0.166574,-0.015031999999999997,0.346212
271,-0.121867,0.0030210000000000002,0.395065,-0.15726800000000002,0.022083000000000002,0.32971100000000003,-0.130314,0.032813,0.390772,-0.132088,0.038249,0.379721
272,-0.163166,-0.034881,0.35681399999999996,-0.183073,-0.005386,0.298786,-0.178229,-0.02608,0.34255,-0.177813,-0.022249,0.33866
273,-0.21606399999999998,0.029335000000000003,0.25305900000000003,-0.192332,0.015345,0.251343,-0.216351,0.024815,0.253279,-0.216355,0.02482,0.253277
274,-0.20823200000000003,0.050003,0.24081599999999997,-0.201303,0.029317000000000003,0.224503,-0.215046,0.04333,0.232789,-0.215187,0.043375,0.232773
275,-0.21873499999999998,0.027888,0.252353,-0.18776500000000002,0.008169,0.264305,-0.215526,0.01531,0.264115,-0.215529,0.015315,0.264113
276,-0.204539,-0.048087,0.238012,-0.20215,-0.01956,0.22325100000000003,-0.211493,-0.043587,0.21647800000000006,-0.211493,-0.043581,0.21647600000000006
277,-0.16939,-0.064943,0.297512,-0.21710900000000002,-0.021939,0.253722,-0.191671,-0.084969,0.27432199999999995,-0.188739,-0.066176,0.270313
278,-0.140503,-0.083024,0.341396,-0.212367,-0.019837,0.264791,-0.187522,-0.072197,0.30232800000000004,-0.185547,-0.056974,0.293256
279,-0.21449200000000002,0.033444,0.248385,-0.195632,0.018598,0.242977,-0.216352,0.030506,0.246878,-0.216356,0.030508,0.246876
280,-0.21743099999999999,-0.0017929999999999999,0.279834,-0.182316,-0.003529,0.280887,-0.202379,-0.013988999999999998,0.298924,-0.20238,-0.013982,0.298921
