,I0,I1,I2,O0,O1,O2,O3,O4,O5,O6
0,-6.098520557653187,-17.45934055305514,28.708681507951493,-84.13623919548313,23.868249351023618,44.66521113753472,101.2781954410927,-6.581219514914863,-3.5104769418150643,-10.220061393470644
1,14.109267919062365,-28.80772557869289,28.813685771137692,-88.73107903458313,24.372188310459823,35.58004281263361,103.24234467125974,-3.287879324229484,-8.227720974840572,-11.126282374657507
2,-16.863271637141608,-0.7643330725459748,29.684951997594315,-84.11695280447579,23.367301350787738,56.92241453288759,97.64345216123337,-4.073367844573513,-2.339254201234336,-4.775336428180456
3,14.68799144207946,2.202154110292036,28.061589054563555,-89.92128577840327,23.285117270402697,49.0751132943578,95.3600320170636,8.198982253216075,-6.407067195132051,1.0947372116821248
4,-15.07511436847831,-3.941850631841753,26.64105226711558,-82.17428414980327,23.382873460292327,49.83841361012026,95.50847796858744,-2.3518810521500413,-2.2898771677045335,-4.926184103094221
5,-14.430890343463016,-7.7378118553704125,26.667543138456484,-81.00883989532387,23.447085868730433,48.34169944242784,96.2944882830221,-3.9003322152023454,-2.1758243263097135,-6.376133466629398
6,-9.944760672149329,-24.871074139297367,27.4401174348092,-74.44367847368987,24.550873354006868,32.98313211400284,101.73266231529021,-13.080319753357177,-2.1551013709012796,-14.359715875363433
7,10.040650814876969,-39.572643111219904,25.5319790667811,-72.26289684996621,26.19309801867247,12.280122695830627,102.87779836532755,-13.940341869521529,-3.022149693166848,-16.49931857031762
8,13.79829552930785,-47.061817476978234,27.33421433170892,-63.72692933927429,31.99220451603084,-1.0872252093829986,104.74268343615502,-22.17932932478743,-2.9207736327111213,-18.680218340440923
9,18.882967977346013,-34.34924850444988,27.141391360644842,-89.36073814709239,24.359049488927816,27.985527164200352,102.64197399436873,0.21929677828390493,-10.434123253837784,-10.291688114749332
10,25.794130279837585,-22.50738466047865,31.92261346459806,-91.39659279093009,24.13681877676196,28.696256269267305,102.52763979784369,5.030646266608834,-15.703606192202004,-7.749656423352252
11,4.292252711876562,-12.38639083202528,36.14765325612653,-92.07695217250645,23.209076324705986,57.56570867368431,96.55337123624574,11.19957419889691,-8.98471224760096,4.6530470129383295
12,8.786317572446473,-45.39695004908105,32.357209345538834,-81.76244421983641,31.62353155102289,13.56728857337282,105.48762674180654,-19.56905776903504,-6.8351451429126735,-18.274473495317228
13,9.863126532023989,-45.17073388436868,33.315898386522385,-85.20283904159952,28.969459180768524,17.954431717876666,105.3097431467992,-15.074574661505444,-8.433770356983267,-17.36757099688325
14,-6.8877981604911405,3.2302959772612683,26.38260310746731,-87.79610197507121,23.18240987754303,55.72600979567952,91.82563495234594,6.591890518222784,-3.512336150589375,3.0208180071244235
15,19.056529456025455,-41.01467745733371,32.28787472579999,-88.31588723697736,26.746818606965174,23.402543786746076,105.01042102601347,-9.423812364010498,-10.851071964057741,-15.66236238098754
16,-33.302326785535975,-28.709445350768423,31.555553714711863,-48.8730045725292,27.653844199595536,32.42995718654528,104.4799711845117,-30.539563072834746,-0.7322498032703094,-18.484430879450038
17,16.218885380118156,-31.414049091753604,30.262475523612608,-88.52481220204994,24.910607393522245,33.329909360525946,104.10114489391371,-5.945956851941479,-8.65721238154929,-13.008130578430073
18,-9.018867232914074,-32.303592118724076,31.395085217165256,-73.83808692271877,26.212337827106094,31.941738661702036,104.34867516458503,-19.71105760486864,-2.362843599180023,-16.9372291642653
19,22.602321739841948,-27.343282988248585,32.46379015131449,-91.14798375978327,23.94908266390287,31.59100113087488,101.86077489611769,5.3121197492954115,-13.751509575355643,-6.7578333211667685
20,27.28910209955775,-16.74340106207206,26.485399226917547,-89.44248771678991,24.1235672838444,20.968080254573756,100.83170134292143,4.5180549228208555,-11.561656584491457,-8.39805203342281
21,-31.379721887498555,-8.476467956803493,33.10985536812103,-61.605675468472725,24.296017049313377,48.49219720798944,101.76167309286917,-21.710154473720994,-0.7715053732680474,-15.2698964170078
22,14.466497099844283,-48.38224553591181,28.127693844068673,-64.51942737960978,33.625244228411695,-3.5385548816627206,104.96348812158348,-22.70208849268844,-3.293399450317027,-18.84139034303842
23,16.895476274463558,-46.021987903188744,27.037827203403214,-68.3886341449553,29.880800781627336,1.8269092253947483,104.43360587151201,-19.14382715849382,-3.3391644072545668,-18.20786456670611
24,16.12310401392459,-43.370371076688784,26.12464404956792,-71.46682122319899,27.658008346352332,6.8113186417027745,103.78574453941214,-16.01644060978774,-3.382160996841329,-17.408795674765038
25,13.294405383388106,24.775103075372588,36.15027641975987,-92.25311815020032,23.085622969863422,64.99637460464746,90.96537589410714,15.404667810423696,-6.802646989047123,10.389717434603286
26,1.0792810297684758,-21.1411212415284,24.71679040368193,-83.98150769841234,23.489415866806944,36.787458197358696,95.15754579344981,1.785097007905541,-3.686581602205871,-5.2507919773045755
27,-2.5848194253478187,-7.177299996586935,24.62193907694824,-86.66200388507048,23.22770852707626,46.03460195095637,90.72402374214542,7.7856233924172535,-3.8184682290467094,1.628671653523847
28,-4.875375101410138,-4.044699849308289,26.17773833490281,-87.85855277801994,23.243199090188266,52.467987570852095,93.70821169165997,5.5347110219355935,-3.9980780867763017,0.9152951600874375
29,-30.84118532097515,14.616342423192695,32.83151064386612,-72.81917363474177,23.330808856001582,61.31511948678757,95.88075677738308,-11.90394282563824,-0.826939211777916,-7.037332373221285
30,6.830919302066761,-33.65715817577255,25.05468622668774,-78.74329412352101,24.500132824160705,21.941822191513253,100.59033976761877,-7.049373692216105,-3.5215065577987614,-13.180413293542825
31,-16.614441367831258,8.31107730548215,30.01819798404777,-85.52853367779163,23.250763771730192,60.11965298261278,95.64886063168463,-1.1505013960383634,-2.3840546229519837,-1.3625926007390972
32,-20.009017400243884,13.736727713227856,30.96037663273734,-84.22384460778927,23.204543900263147,62.46287089027573,94.16915156173269,-1.8004353498437848,-1.849741500109667,-0.37457827625631523
33,-28.444014008560362,3.25988891634059,31.58989016897393,-72.32123712785507,23.573800826600593,55.815280236602504,98.8622227992933,-14.018971251365894,-1.0150857808240996,-10.518710744996012
34,11.047728591912378,14.632112732553917,36.89756701196762,-92.31452319419881,23.10740671741363,63.2030411522549,92.47392462269876,14.723579031673646,-7.628440960083594,9.216980196291637
35,-23.73450512535576,15.27144742197014,29.507196443385293,-85.23719465492562,23.063781902727413,61.24188778219363,83.82824435580808,10.925936849887504,-1.8253531995099608,9.514739373262316
36,-20.24354570989114,23.49169110636983,27.942416516189265,-84.32659600782291,23.0501389576719,63.739484470687465,82.91887741282481,10.738084365120837,-1.4631880364258807,10.520569178215187
