,I0,I1,I2,O0,O1,O2,O3,O4,O5,O6
0,0.4846591897178418,0.38428008553871984,0.23543407539757463,0.10346438861444641,0.011275978291839716,0.6979932575857669,0.8258554904793077,0.4444416946869273,0.9607674969388549,0.25066641305617676
1,0.774884596120469,0.26753026049920986,0.2406842885568846,0.059704009194446406,0.01782063993270833,0.6203422462618258,0.8982951266492639,0.46357998598935024,0.90804836673709,0.22743935898871032
2,0.3300552230112665,0.5560348504660069,0.28424759987971554,0.10364806852880205,0.004770160275940464,0.8027556797682701,0.6918028040946735,0.45901534728012394,0.9738568863627769,0.39021838081756166
3,0.7831962562437887,0.5865534536677716,0.20307945272817765,0.04836870687234983,0.0037028345843769716,0.7356847290116052,0.6075881619858668,0.5303325503437821,0.9283956888160005,0.5406723215710958
4,0.3557368393151782,0.5233452106388716,0.13205261335577895,0.12214967476377833,0.004972395459058904,0.7422086633343613,0.613062985667352,0.4690192684662367,0.9744087158296033,0.38635205331697253
5,0.36498922137023765,0.4842931510107811,0.13337715692282415,0.1332491438540584,0.005806322819711522,0.7294162345506654,0.6420517714118229,0.4600208936521537,0.9756833513060127,0.3491888746209634
6,0.42941927063228913,0.30802971180903477,0.1720058717404597,0.19577449072676306,0.020141224853563847,0.5981464283248107,0.8426166481920365,0.406674058680557,0.9759149475890742,0.1445642807201708
7,0.7164508860725098,0.1567830276860851,0.07659895333905489,0.21654383952413137,0.04146881734720562,0.4211976298788943,0.8848503224748966,0.40167628959729257,0.9662249605812527,0.08972482267373391
8,0.7704183929879247,0.07973595932196495,0.1667107165854461,0.2978387681973877,0.11678188678528657,0.30694679308219663,0.9536290048451947,0.35379780367535313,0.9673579224744876,0.033826892778052245
9,0.843444747621263,0.2105202251000801,0.15706956803224198,0.053707255741977315,0.017650005891270176,0.5554318561042766,0.8761529020498645,0.48396092267139673,0.8833899839590168,0.24883057195080246
10,0.9427032533338655,0.33234685759465793,0.3961306732299031,0.034318163895904016,0.014763892821223023,0.5615064638398916,0.8719361513718353,0.511920684716557,0.8244991241309686,0.31398455620303684
