,I1,u1,I2,u2,u3,I3,O1,O2,O3,O4,O5,O6,O7,x1,x2,x3,y1,y2,y3,u12,u13,u14
1530,-32.286037,0.0,19.654746,0.0,0.0,32.0,-75.851895,23.449339000000002,69.485462,93.15203000000001,-0.46942399999999995,0.0,-3.535111,-0.20873000000000003,-0.055192,0.23170700000000002,-0.20873000000000003,-0.055179,0.231704,0.0,-1.3000000000000001e-05,3e-06
1531,-21.384494,0.0,30.556289000000003,0.0,0.0,32.0,-95.0,22.999999,80.0,94.455564,51.490226,-0.19573,-8.260877,-0.191671,-0.084969,0.27432199999999995,-0.18873900000000002,-0.066176,0.270313,-0.002932,-0.018793,0.004009
1532,-12.994589999999999,0.0,23.672459,0.0,0.0,32.0,-95.0,23.062201,78.544494,94.54223499999999,66.144103,-9.558437,4.612247,-0.187522,-0.072197,0.30232800000000004,-0.185547,-0.056974000000000004,0.293256,-0.001975,-0.015222999999999999,0.009073000000000001
1533,-12.994589999999999,0.0,15.064670999999999,0.0,0.0,32.0,-94.70825500000001,23.368472,71.37775,88.83231500000001,-0.403642,-1.042358,-1.8046900000000001,-0.196346,-0.047831,0.300315,-0.196346,-0.047830000000000004,0.30031399999999997,0.0,-1e-06,1e-06
1534,-12.994589999999999,0.0,8.935866,0.0,0.0,32.0,-85.681528,23.849412,60.123734999999996,91.53610400000001,-0.795979,0.0,-4.639412999999999,-0.200396,-0.029861000000000002,0.29938200000000004,-0.200396,-0.029858999999999997,0.299381,0.0,-1e-06,1e-06
1535,-12.994589999999999,0.0,3.641439,0.0,0.0,32.0,-79.537174,24.185578,52.257683,94.027232,-0.9908100000000001,-0.000197,-6.881234,-0.202379,-0.013988999999999998,0.29892399999999997,-0.20238,-0.013982,0.298921,1e-06,-7.000000000000001e-06,4e-06
1536,-12.994589999999999,0.0,-0.908963,0.0,0.0,32.0,-75.15688,24.440582,46.290371,96.171989,-1.282993,0.0,-8.66676,-0.202932,-0.000293,0.298797,-0.202933,-0.00029,0.298795,1e-06,-3e-06,2e-06
1537,-12.994589999999999,0.0,-10.581445,0.0,0.0,32.0,-67.78719,24.918369000000002,35.110146,100.86558199999999,-1.731668,-0.071268,-11.77166,-0.20061500000000002,0.02855,0.29933200000000004,-0.20061600000000002,0.028553,0.29933000000000004,2e-06,-3e-06,2e-06
1538,-12.994589999999999,0.0,0.896331,0.0,0.0,32.0,-74.945853,24.452485999999997,46.011808,96.24958199999999,-1.7650139999999999,0.0,-8.747408,-0.202932,0.00043,0.298797,-0.202933,0.000434,0.298795,2e-06,-4e-06,2e-06
1539,-12.994589999999999,0.0,3.958167,0.0,0.0,32.0,-77.80475,24.285782,49.912681,94.788136,-0.6473270000000001,0.0,-7.823734,-0.202715,-0.008772,0.298847,-0.202716,-0.00877,0.298846,1e-06,-2e-06,1e-06
1540,-12.994589999999999,0.0,12.201422,0.0,0.0,32.0,-87.286568,23.764443,62.112024,90.927286,-1.001335,0.0,-4.177874,-0.199744,-0.033446,0.299533,-0.199744,-0.033442,0.299531,0.0,-4e-06,2e-06
1541,-12.994589999999999,0.0,25.640539999999998,0.0,0.0,32.0,-95.0,23.06395,78.503561,94.481562,42.774845,-11.765319,6.216683,-0.187694,-0.071785,0.302315,-0.18574100000000002,-0.056864,0.293405,-0.001953,-0.014921,0.00891
1542,-12.994589999999999,0.0,28.906784000000002,0.0,0.0,32.0,-95.0,23.034141,79.201092,95.877013,-26.552969,-19.129946,4.755204,-0.183398,-0.080731,0.303306,-0.181154,-0.058955999999999995,0.290752,-0.0022440000000000003,-0.021775,0.012555
1543,-12.994589999999999,0.0,25.411162,0.0,0.0,32.0,-95.0,23.046654,78.90828499999999,95.26096899999999,-20.355283,-18.60807,5.256463,-0.185351,-0.076826,0.30285500000000004,-0.18318800000000002,-0.058075,0.29188200000000003,-0.0021620000000000003,-0.018752,0.010974
