,0,1,2,3,4,5,6,7,8
0,0.47820048901907586,0.18423281808960396,0.0,0.9150943396226415,0.14786967418546365,0.624902114330462,0.9153605015673981,0.1747269890795632,0.6357142857142857
1,0.34013922000203783,0.8711152580460235,0.0,0.46226415094339623,0.023809523809523808,0.5297572435395459,0.48589341692789967,0.04992199687987519,0.4990476190476191
2,0.7675399985276616,0.9919668064250384,0.0,0.06289308176100629,0.20927318295739347,0.5371965544244323,0.07836990595611285,0.2511700468018721,0.7195238095238095
3,0.800966482162033,0.799297650428406,0.0,0.6257861635220127,0.15538847117794485,0.3817541111981206,0.6269592476489028,0.1840873634945398,0.5033333333333333
4,0.26583680702070717,0.5191164312060501,0.0,0.789308176100629,0.08145363408521303,0.4526233359436178,0.793103448275862,0.0733229329173167,0.62
5,0.5937444487239467,0.5365932390090272,0.0,0.4779874213836478,0.15664160401002505,0.6209866875489428,0.4733542319749216,0.1778471138845554,0.4376190476190476
6,0.6388323796029914,0.5321434040168039,0.0,0.27358490566037735,0.17418546365914786,0.4393108848864526,0.27899686520376177,0.2090483619344774,0.5719047619047619
7,0.8863862839938141,0.853151019687121,0.0,0.33018867924528306,0.15664160401002505,0.37470634299138605,0.3322884012539185,0.187207488299532,0.5304761904761904
8,0.9156902533328996,0.22646046674661313,0.0,0.559748427672956,0.15162907268170425,0.3488645262333594,0.561128526645768,0.1794071762870515,0.5147619047619048
9,0.31781122087263797,0.9127642927149164,0.0,0.42452830188679247,0.14661654135338345,0.40916209866875486,0.4263322884012539,0.171606864274571,0.44285714285714284
10,0.8591572582817705,0.8426110666392405,0.0,0.8962264150943396,0.14285714285714285,0.5610806577916994,0.8996865203761755,0.1684867394695788,0.599047619047619
11,0.0023209335052484237,0.9221083733795882,0.0,0.3584905660377359,0.008771929824561403,0.40054815974941266,0.3887147335423197,0.0234009360374415,0.5342857142857143
12,0.795495291184267,0.9815615075921313,0.0,0.4308176100628931,0.18045112781954886,0.38371182458888015,0.43573667711598746,0.2090483619344774,0.4471428571428571
13,0.9393237858942509,0.5694838879125823,0.0,0.8364779874213837,0.18671679197994986,0.49099451840250585,0.8432601880877743,0.21996879875195008,0.5747619047619047
14,0.25244146121055033,0.8267147048598549,0.0,0.46855345911949686,0.06265664160401002,0.41268598277212215,0.48589341692789967,0.0748829953198128,0.4714285714285714
15,0.9933888803239572,0.9157987971769677,0.0,0.18867924528301888,0.15789473684210525,0.4303054032889585,0.18808777429467083,0.1903276131045242,0.7119047619047619
16,0.5408999348650276,0.8335488196012448,0.0,0.5314465408805031,0.15789473684210525,0.3465152701644479,0.5297805642633229,0.1934477379095164,0.5819047619047619
17,0.4594427105644018,0.6593636809275273,0.0,0.19811320754716982,0.21052631578947367,0.4976507439310885,0.21316614420062696,0.24804992199687992,0.599047619047619
18,0.7287026711206683,0.3123551262682618,0.0,0.8805031446540881,0.20802005012531327,0.5489428347689899,0.8934169278996865,0.24960998439937598,0.7019047619047619
