,0,1,2,3,4,5,6
0,0.3509783745605266,0.4375256702331676,0.4369210940780962,0.14398902215747,0.4954242070685879,1.0,0.7339224297629328
1,0.3509783745605266,0.4375256702331676,0.4369210940780962,0.14398902215747,0.4954242070685879,1.0,0.7339224297629328
2,0.5854403547048248,0.6958159366717203,0.10456086022869776,0.38375225295225945,0.4838607307469697,0.9999230561541537,0.4386445474495405
3,0.5854403547048248,0.6958159366717203,0.10456086022869776,0.38375225295225945,0.4838607307469697,0.9999230561541537,0.4386445474495405
4,0.5854403547048248,0.6958159366717203,0.10456086022869776,0.38375225295225945,0.4838607307469697,0.9999230561541537,0.4386445474495405
5,0.0,0.0,1.0,0.4837077166055166,0.00741204493218417,0.0188335704614343,0.8780990243449198
6,0.0,0.0,1.0,0.5271629921427614,0.005219861690176464,0.017760082019942502,0.8737829249358406
7,0.0,0.19225800541918936,0.7525712711299168,0.19196506835643024,0.024786504080178018,0.010938396349833623,0.7015053390000624
8,0.0,0.19225800541918936,0.7525712711299168,0.19196506835643024,0.024786504080178018,0.010938396349833623,0.7015053390000624
9,0.9557128119752063,0.7481105230965621,0.0372099231965593,0.5907889735659144,0.49089003389631186,0.9999999044769139,0.3947542843526705
10,0.9557128119752063,0.7481105230965621,0.0372099231965593,0.5907889735659144,0.49089003389631186,0.9999999044769139,0.3947542843526705
11,0.9557128119752063,0.7481105230965621,0.0372099231965593,0.5907889735659144,0.49089003389631186,0.9999999044769139,0.3947542843526705
12,0.024328962200473647,0.4718979277658111,0.39268505089920913,0.011927302368049064,0.501885511478784,0.9977113623803436,0.7817780557202617
13,0.024328962200473647,0.4718979277658111,0.39268505089920913,0.011927302368049064,0.501885511478784,0.9977113623803436,0.7817780557202617
14,0.024328962200473647,0.4718979277658111,0.39268505089920913,0.011927302368049064,0.501885511478784,0.9977113623803436,0.7817780557202617
15,0.7362019980990593,0.7236576868866846,0.06872612883272494,0.48888106768923856,0.4976620184333727,0.9990495930549367,0.4831205420770098
