,0,1,2,3,4,5,6
0,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444
1,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444
2,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444
3,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008
4,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008
5,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008
6,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008
7,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995
8,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995
9,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995
10,-95.0,22.999999,80.0,84.673875,-89.059148,-20.565498,3.3881360000000003
11,-95.0,22.999999,80.0,84.673875,-89.059148,-20.565498,3.3881360000000003
12,-95.0,22.999999,80.0,84.673875,-89.059148,-20.565498,3.3881360000000003
13,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001
14,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001
15,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001
16,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798
17,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798
18,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798
19,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485
20,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485
21,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485
22,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854
23,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854
24,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854
25,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548
26,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548
27,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548
28,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884
29,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884
30,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884
31,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
32,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
33,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
34,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457
35,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997
36,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997
37,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997
38,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997
39,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214
40,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214
41,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214
42,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354
43,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354
44,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354
45,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354
46,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195
47,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195
48,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195
49,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849
50,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849
51,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849
52,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849
53,-73.064883,25.543459,20.486235999999998,84.47907,-1.6481709999999998,-0.061336,-8.149361
54,-73.064883,25.543459,20.486235999999998,84.47907,-1.6481709999999998,-0.061336,-8.149361
55,-73.064883,25.543459,20.486235999999998,84.47907,-1.6481709999999998,-0.061336,-8.149361
56,-83.3616,24.531433,44.164451,68.218228,-0.186385,0.0,-0.968319
57,-83.3616,24.531433,44.164451,68.218228,-0.186385,0.0,-0.968319
58,-83.3616,24.531433,44.164451,68.218228,-0.186385,0.0,-0.968319
59,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265
60,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265
