,Unnamed: 0,I1,I2,I3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5,I6,I7,I8,I9
0,0,-5.529947,24.820423,17,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444,-0.282144,0.036064,0.307625,5e-06,7.000000000000001e-06,6e-06,91,132,182,91,132,185.0
1,1,-5.656798,-18.926627,17,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444,-0.282144,0.036064,0.307625,5e-06,7.000000000000001e-06,6e-06,290,134,213,290,133,238.0
2,2,-9.797684,22.203412,17,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444,-0.282144,0.036064,0.307625,5e-06,7.000000000000001e-06,6e-06,103,114,175,103,114,188.0
3,3,-15.60715,-2.724859,17,-84.37726500000001,24.480704,45.351524,67.39177600000001,-0.823033,0.0,-0.355444,-0.282144,0.036064,0.307625,5e-06,7.000000000000001e-06,6e-06,208,88,160,209,89,185.0
4,4,3.0213919999999996,29.439918,17,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008,-0.25332,0.084771,0.32953499999999997,2.8000000000000003e-05,0.00028399999999999996,0.00037799999999999997,136,143,216,136,140,192.0
5,5,4.023956,17.903024,17,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008,-0.25332,0.084771,0.32953499999999997,2.8000000000000003e-05,0.00028399999999999996,0.00037799999999999997,180,150,222,180,147,194.0
6,6,-3.7663290000000003,26.816654999999997,17,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008,-0.25332,0.084771,0.32953499999999997,2.8000000000000003e-05,0.00028399999999999996,0.00037799999999999997,148,121,221,148,121,190.0
7,7,-12.026244,1.125969,17,-77.281023,25.354828,24.900082,78.205694,-2.904443,-0.001611,-8.259008,-0.25332,0.084771,0.32953499999999997,2.8000000000000003e-05,0.00028399999999999996,0.00037799999999999997,260,79,278,261,84,235.0
8,8,-2.191276,2.172468,17,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995,-0.242279,-0.091126,0.302639,0.015022,0.039505,0.018831,25,158,306,26,165,392.0
9,9,-5.781306,-27.007013,17,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995,-0.242279,-0.091126,0.302639,0.015022,0.039505,0.018831,159,142,207,160,146,264.0
10,11,-19.775171,-29.178047999999997,17,-95.0,22.999999,80.0,82.713934,-88.664558,-20.543022,3.5036629999999995,-0.242279,-0.091126,0.302639,0.015022,0.039505,0.018831,170,91,212,169,86,261.0
11,12,-0.838949,1.9060150000000002,17,-95.0,22.999999,80.0,84.673875,-89.059148,-20.565498,3.3881360000000003,-0.23511300000000002,-0.096483,0.304163,0.014403999999999998,0.042608999999999994,0.020145,13,164,338,14,172,437.0
12,13,9.369389,-29.726664000000003,17,-95.0,22.999999,80.0,84.673875,-89.059148,-20.565498,3.3881360000000003,-0.23511300000000002,-0.096483,0.304163,0.014403999999999998,0.042608999999999994,0.020145,155,196,244,157,211,329.0
13,15,-17.053007,-28.984292,17,-95.0,22.999999,80.0,84.673875,-89.059148,-20.565498,3.3881360000000003,-0.23511300000000002,-0.096483,0.304163,0.014403999999999998,0.042608999999999994,0.020145,159,101,214,159,98,279.0
14,16,6.585961,21.127726000000003,17,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001,-0.286565,-0.025827,0.3605,0.024728999999999998,0.028926999999999998,0.033059,30,126,218,30,125,209.0
15,17,7.464878,-16.398065,17,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001,-0.286565,-0.025827,0.3605,0.024728999999999998,0.028926999999999998,0.033059,200,129,166,200,130,156.0
16,19,-4.904052,-19.4053,17,-95.0,23.650651999999997,64.77473,69.555615,-85.53717900000001,-20.708326,-1.2231370000000001,-0.286565,-0.025827,0.3605,0.024728999999999998,0.028926999999999998,0.033059,213,73,179,214,72,156.0
17,20,-10.467369999999999,24.697326999999998,17,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798,-0.24885500000000002,0.085366,0.301241,1.8e-05,3.9e-05,4.3e-05,155,121,246,155,121,206.0
18,21,5.769278,20.496601000000002,17,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798,-0.24885500000000002,0.085366,0.301241,1.8e-05,3.9e-05,4.3e-05,175,194,267,177,184,220.0
19,22,-19.929903,25.256844,17,-66.074332,25.531807,20.755712,87.543565,-1.6391779999999998,-2e-06,-9.433798,-0.24885500000000002,0.085366,0.301241,1.8e-05,3.9e-05,4.3e-05,153,88,245,152,92,208.0
20,24,3.859858,28.816856,17,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485,-0.27378,0.05945399999999999,0.35017,1e-06,2e-06,2e-06,102,124,177,102,123,188.0
21,25,8.173721,4.141937,17,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485,-0.27378,0.05945399999999999,0.35017,1e-06,2e-06,2e-06,206,144,182,206,141,181.0
22,26,-12.428011999999999,19.544738,17,-94.26365799999999,24.597029,42.629505,61.435464,0.339993,-0.047918,0.925485,-0.27378,0.05945399999999999,0.35017,1e-06,2e-06,2e-06,144,55,185,146,60,185.0
23,28,9.795301,24.879031,17,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854,-0.251224,0.085886,0.319286,5.6000000000000006e-05,0.000333,0.000458,157,187,253,158,178,210.0
24,29,-3.776247,19.953960000000002,17,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854,-0.251224,0.085886,0.319286,5.6000000000000006e-05,0.000333,0.000458,175,135,231,175,133,199.0
25,30,-12.020567,27.879956,17,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854,-0.251224,0.085886,0.319286,5.6000000000000006e-05,0.000333,0.000458,145,99,225,144,102,195.0
26,31,-8.344994999999999,5.432987000000001,17,-72.71806099999999,25.449052,22.695029,82.947265,-0.42023,-0.019899,-7.06854,-0.251224,0.085886,0.319286,5.6000000000000006e-05,0.000333,0.000458,240,109,262,240,111,231.0
27,32,-6.219402,9.523876,17,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548,-0.280832,0.032486,0.294441,5e-06,8e-06,6e-06,153,141,156,154,139,173.0
28,33,1.85654,-11.254753,17,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548,-0.280832,0.032486,0.294441,5e-06,8e-06,6e-06,245,184,198,247,181,215.0
29,34,-18.824323,29.255535,17,-79.961248,24.534036999999998,44.103531,70.624646,-0.5738260000000001,0.0,-1.903548,-0.280832,0.032486,0.294441,5e-06,8e-06,6e-06,64,89,198,64,93,215.0
30,36,5.038554,28.644149,17,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884,-0.24354,0.09324099999999999,0.340837,0.0,1e-06,3e-06,152,136,238,151,134,201.0
31,37,3.4399580000000003,11.348653,17,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884,-0.24354,0.09324099999999999,0.340837,0.0,1e-06,3e-06,225,134,252,225,132,213.0
32,38,-4.887383,28.872790000000002,17,-78.947822,25.454788,22.557938,80.372548,-1.411989,0.0,-6.292884,-0.24354,0.09324099999999999,0.340837,0.0,1e-06,3e-06,154,100,235,154,102,197.0
33,40,2.3895150000000003,-4.925434,17,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457,-0.26662399999999997,-0.06519,0.301677,0.01494,0.026251999999999998,0.015604,105,170,212,107,176,220.0
34,41,5.815625,-27.264497,17,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457,-0.26662399999999997,-0.06519,0.301677,0.01494,0.026251999999999998,0.015604,197,187,215,200,195,230.0
35,42,-18.918817999999998,3.646976,17,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457,-0.26662399999999997,-0.06519,0.301677,0.01494,0.026251999999999998,0.015604,65,87,227,66,84,243.0
36,43,-12.513324,-26.857656,17,-95.0,22.999999,80.0,74.99234200000001,-79.838093,-20.596997,0.558457,-0.26662399999999997,-0.06519,0.301677,0.01494,0.026251999999999998,0.015604,199,112,201,199,110,209.0
37,44,3.96106,13.301623999999999,17,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997,-0.273918,-0.050832,0.29591100000000004,0.011720999999999999,0.017721999999999998,0.010882,33,191,281,36,196,266.0
38,45,-0.869598,-16.642201,17,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997,-0.273918,-0.050832,0.29591100000000004,0.011720999999999999,0.017721999999999998,0.010882,169,166,193,171,170,181.0
39,46,-19.323598999999998,16.279569,17,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997,-0.273918,-0.050832,0.29591100000000004,0.011720999999999999,0.017721999999999998,0.010882,19,86,269,20,86,272.0
40,47,-18.311173,-14.122928,17,-95.0,22.999999,80.0,71.58058,-46.790616,-19.46128,3.8299339999999997,-0.273918,-0.050832,0.29591100000000004,0.011720999999999999,0.017721999999999998,0.010882,159,92,185,160,90,181.0
41,48,9.992396000000001,17.458228,17,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214,-0.27848,-0.046082,0.372621,0.028732999999999998,0.040922,0.044172,21,126,249,21,125,239.0
42,49,9.472365,-20.813692,17,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214,-0.27848,-0.046082,0.372621,0.028732999999999998,0.040922,0.044172,196,123,177,196,124,165.0
43,51,8.179291000000001,-22.807855,17,-95.0,23.618038000000002,65.53789300000001,73.602129,-41.55362,-19.820021,3.64214,-0.27848,-0.046082,0.372621,0.028732999999999998,0.040922,0.044172,206,113,170,206,113,168.0
44,52,0.031186000000000002,25.079293,17,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354,-0.286722,0.027916000000000003,0.33103899999999997,0.001998,0.001489,0.002167,80,130,156,79,130,177.0
45,53,6.766978,-5.039556,17,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354,-0.286722,0.027916000000000003,0.33103899999999997,0.001998,0.001489,0.002167,209,160,153,210,159,167.0
46,54,-11.229603,29.621989000000003,17,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354,-0.286722,0.027916000000000003,0.33103899999999997,0.001998,0.001489,0.002167,56,79,187,57,83,198.0
47,55,-7.254644,-6.314327,17,-95.0,23.844356,60.242049,60.897513000000004,-3.953325,-16.37136,6.312354,-0.286722,0.027916000000000003,0.33103899999999997,0.001998,0.001489,0.002167,215,96,155,215,97,176.0
48,56,7.985797,-3.8505269999999996,17,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195,-0.275296,-0.055836000000000004,0.322833,0.01917,0.029457,0.022443,113,169,192,114,173,191.0
49,57,1.632677,-22.180939000000002,17,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195,-0.275296,-0.055836000000000004,0.322833,0.01917,0.029457,0.022443,189,147,179,190,150,169.0
50,58,-8.399274,-1.6418720000000002,17,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195,-0.275296,-0.055836000000000004,0.322833,0.01917,0.029457,0.022443,105,106,183,105,105,181.0
51,59,-16.891187,-19.280362,17,-94.999999,23.191945,75.5085,72.936145,-36.278385,-19.66394,3.979195,-0.275296,-0.055836000000000004,0.322833,0.01917,0.029457,0.022443,176,71,182,176,66,182.0
52,60,0.9728600000000001,19.392239,17,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849,-0.283708,-0.019746,0.29383000000000004,0.003721,0.0042,0.0031739999999999997,46,179,232,48,180,228.0
53,61,-2.630194,-7.505392,17,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849,-0.283708,-0.019746,0.29383000000000004,0.003721,0.0042,0.0031739999999999997,166,161,168,167,162,167.0
54,62,-16.38556,25.704073,17,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849,-0.283708,-0.019746,0.29383000000000004,0.003721,0.0042,0.0031739999999999997,12,99,264,12,102,253.0
55,63,-18.342265,-24.35814,17,-95.0,23.114102,77.33000600000001,65.129723,41.065598,-11.793927,6.160849,-0.283708,-0.019746,0.29383000000000004,0.003721,0.0042,0.0031739999999999997,246,92,204,246,89,184.0
56,64,-0.652301,28.016178000000004,17,-73.064883,25.543459,20.486235999999998,84.47907,-1.6481709999999998,-0.061336,-8.149361,-0.24325500000000003,0.09299,0.325822,8.7e-05,0.000319,0.000475,154,132,239,154,130,197.0
57,66,-5.730282,27.900170000000003,17,-73.064883,25.543459,20.486235999999998,84.47907,-1.6481709999999998,-0.061336,-8.149361,-0.24325500000000003,0.09299,0.325822,8.7e-05,0.000319,0.000475,158,115,249,157,116,196.0
58,67,-11.977492999999999,-5.045026,17,-73.064883,25.543459,20.486235999999998,84.47907,-1.6481709999999998,-0.061336,-8.149361,-0.24325500000000003,0.09299,0.325822,8.7e-05,0.000319,0.000475,310,84,301,311,88,248.0
59,68,5.853773,28.277509999999996,17,-83.3616,24.531433,44.164451,68.218228,-0.186385,0.0,-0.968319,-0.281408,0.037659,0.306587,1e-06,1e-06,0.0,76,186,207,78,182,217.0
60,70,-18.720903,13.791675,17,-83.3616,24.531433,44.164451,68.218228,-0.186385,0.0,-0.968319,-0.281408,0.037659,0.306587,1e-06,1e-06,0.0,144,76,168,145,78,175.0
61,71,-12.347579,-17.852674,17,-83.3616,24.531433,44.164451,68.218228,-0.186385,0.0,-0.968319,-0.281408,0.037659,0.306587,1e-06,1e-06,0.0,287,102,225,287,101,238.0
62,72,-9.117286,27.72172,17,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265,-0.24158200000000002,0.092244,0.30641999999999997,0.0,1e-06,2e-06,155,122,263,154,122,207.0
63,73,2.298223,24.744358,17,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265,-0.24158200000000002,0.092244,0.30641999999999997,0.0,1e-06,2e-06,167,172,268,168,164,222.0
64,74,-15.775791,29.580315999999996,17,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265,-0.24158200000000002,0.092244,0.30641999999999997,0.0,1e-06,2e-06,145,102,260,145,104,202.0
65,75,-15.685885999999998,26.087703,17,-65.95671999999999,25.629656,18.466038,89.473253,-2.1198509999999997,0.0,-10.142265,-0.24158200000000002,0.092244,0.30641999999999997,0.0,1e-06,2e-06,156,99,262,155,102,211.0
66,77,2.6116189999999997,-24.97302,17,-95.0,23.319470000000003,72.524389,76.698916,-88.170997,-20.658756,-1.766431,-0.267317,-0.06934,0.34665799999999997,0.024249,0.043335000000000005,0.035851999999999995,185,123,165,184,123,193.0
67,78,-9.065369,5.668114,17,-95.0,23.319470000000003,72.524389,76.698916,-88.170997,-20.658756,-1.766431,-0.267317,-0.06934,0.34665799999999997,0.024249,0.043335000000000005,0.035851999999999995,48,73,229,49,68,243.0
68,79,-1.8599290000000002,-20.656007000000002,17,-95.0,23.319470000000003,72.524389,76.698916,-88.170997,-20.658756,-1.766431,-0.267317,-0.06934,0.34665799999999997,0.024249,0.043335000000000005,0.035851999999999995,165,104,175,165,102,181.0
69,80,5.59006,25.547453,17,-87.66805500000001,24.745876000000003,39.146491999999995,66.296042,-1.087141,0.0,-0.8484079999999999,-0.27474,0.057955999999999994,0.333523,3e-06,3e-06,4e-06,116,150,180,116,147,183.0
70,81,8.789078,6.852113,17,-87.66805500000001,24.745876000000003,39.146491999999995,66.296042,-1.087141,0.0,-0.8484079999999999,-0.27474,0.057955999999999994,0.333523,3e-06,3e-06,4e-06,192,167,182,193,163,183.0
71,82,-13.553273,18.788543,17,-87.66805500000001,24.745876000000003,39.146491999999995,66.296042,-1.087141,0.0,-0.8484079999999999,-0.27474,0.057955999999999994,0.333523,3e-06,3e-06,4e-06,145,71,169,145,75,176.0
72,83,-12.750552,0.480929,17,-87.66805500000001,24.745876000000003,39.146491999999995,66.296042,-1.087141,0.0,-0.8484079999999999,-0.27474,0.057955999999999994,0.333523,3e-06,3e-06,4e-06,221,68,193,223,72,196.0
73,84,7.158486999999999,23.51258,18,-77.468868,25.081181,31.300344,78.78603199999999,-1.00906,-0.19397,-5.278736,-0.256796,0.062806,0.320775,0.0,3e-06,3e-06,135,174,223,135,168,215.0
74,85,-0.9798879999999999,2.074966,18,-77.468868,25.081181,31.300344,78.78603199999999,-1.00906,-0.19397,-5.278736,-0.256796,0.062806,0.320775,0.0,3e-06,3e-06,225,143,237,226,140,218.0
75,86,-6.7487070000000005,21.528167,18,-77.468868,25.081181,31.300344,78.78603199999999,-1.00906,-0.19397,-5.278736,-0.256796,0.062806,0.320775,0.0,3e-06,3e-06,145,116,207,145,117,202.0
76,87,-12.706183,1.2620719999999999,18,-77.468868,25.081181,31.300344,78.78603199999999,-1.00906,-0.19397,-5.278736,-0.256796,0.062806,0.320775,0.0,3e-06,3e-06,229,89,238,230,91,220.0
77,88,7.655386,14.278537,18,-95.0,24.052104,55.38075799999999,66.563787,-89.998487,-20.598536,-1.437786,-0.273845,0.025791,0.356629,0.007653,0.006594,0.010903,129,132,171,129,131,190.0
78,90,-16.501106,29.92094,18,-95.0,24.052104,55.38075799999999,66.563787,-89.998487,-20.598536,-1.437786,-0.273845,0.025791,0.356629,0.007653,0.006594,0.010903,52,15,253,56,24,263.0
79,91,-14.986154,-2.590112,18,-95.0,24.052104,55.38075799999999,66.563787,-89.998487,-20.598536,-1.437786,-0.273845,0.025791,0.356629,0.007653,0.006594,0.010903,196,27,207,201,31,220.0
80,92,8.36501,17.275812,18,-95.0,23.696468,63.70264,70.448931,88.08059200000001,-8.190669,1.919261,-0.27581,-0.0163,0.355096,0.017188,0.020603,0.024281999999999998,62,139,207,62,139,202.0
81,93,8.865336,-7.475246,18,-95.0,23.696468,63.70264,70.448931,88.08059200000001,-8.190669,1.919261,-0.27581,-0.0163,0.355096,0.017188,0.020603,0.024281999999999998,169,141,178,170,141,169.0
82,94,-19.206267999999998,10.7772,18,-95.0,23.696468,63.70264,70.448931,88.08059200000001,-8.190669,1.919261,-0.27581,-0.0163,0.355096,0.017188,0.020603,0.024281999999999998,88,13,241,94,11,227.0
83,95,-18.365681,-16.779551,18,-95.0,23.696468,63.70264,70.448931,88.08059200000001,-8.190669,1.919261,-0.27581,-0.0163,0.355096,0.017188,0.020603,0.024281999999999998,208,15,230,214,11,227.0
84,96,8.441173,27.991225,18,-86.06446899999999,25.234074,27.722664,77.208713,1.073165,0.0,-3.748211,-0.23854699999999998,0.083209,0.358775,7.000000000000001e-06,2e-05,3.3e-05,148,126,261,148,125,214.0
85,97,9.534414,16.093372,18,-86.06446899999999,25.234074,27.722664,77.208713,1.073165,0.0,-3.748211,-0.23854699999999998,0.083209,0.358775,7.000000000000001e-06,2e-05,3.3e-05,193,134,277,193,132,226.0
86,98,-18.773875,27.857978000000003,18,-86.06446899999999,25.234074,27.722664,77.208713,1.073165,0.0,-3.748211,-0.23854699999999998,0.083209,0.358775,7.000000000000001e-06,2e-05,3.3e-05,152,10,335,153,27,261.0
87,99,-13.287298000000002,19.514692,18,-86.06446899999999,25.234074,27.722664,77.208713,1.073165,0.0,-3.748211,-0.23854699999999998,0.083209,0.358775,7.000000000000001e-06,2e-05,3.3e-05,182,30,314,184,42,253.0
88,101,5.1051660000000005,-26.496414,18,-95.0,23.408669,70.437141,76.811534,-50.151082,-20.360974,2.6686650000000003,-0.261712,-0.056574,0.348033,0.019888,0.035049000000000004,0.03119,205,131,205,204,132,209.0
89,102,1.501482,-12.64021,18,-95.0,23.408669,70.437141,76.811534,-50.151082,-20.360974,2.6686650000000003,-0.261712,-0.056574,0.348033,0.019888,0.035049000000000004,0.03119,150,117,179,150,117,209.0
90,103,-19.054914,-19.432598000000002,18,-95.0,23.408669,70.437141,76.811534,-50.151082,-20.360974,2.6686650000000003,-0.261712,-0.056574,0.348033,0.019888,0.035049000000000004,0.03119,171,33,221,174,24,227.0
91,104,4.04304,16.153664000000003,18,-95.0,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918,-0.275385,-0.021417,0.34324899999999997,0.015064,0.018727,0.019922,61,134,208,61,134,201.0
92,105,5.387269,-11.800094,18,-95.0,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918,-0.275385,-0.021417,0.34324899999999997,0.015064,0.018727,0.019922,182,139,174,183,140,168.0
93,107,1.56545,-16.165121,18,-95.0,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918,-0.275385,-0.021417,0.34324899999999997,0.015064,0.018727,0.019922,203,122,180,203,122,156.0
94,108,7.148198,-2.48346,18,-95.0,23.206039999999998,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.24736100000000003,-0.07543899999999999,0.332039,0.016723,0.038083,0.027879,72,157,249,73,162,269.0
95,109,-1.4843389999999999,-27.791867,18,-95.0,23.206039999999998,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.24736100000000003,-0.07543899999999999,0.332039,0.016723,0.038083,0.027879,182,125,192,182,126,236.0
96,110,-9.412367,-20.969524,18,-95.0,23.206039999999998,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.24736100000000003,-0.07543899999999999,0.332039,0.016723,0.038083,0.027879,159,96,208,159,93,244.0
97,111,-12.658268,-27.152298,18,-95.0,23.206039999999998,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.24736100000000003,-0.07543899999999999,0.332039,0.016723,0.038083,0.027879,179,83,212,179,78,241.0
98,113,2.008413,-23.307356,18,-94.999999,23.288452,73.25024,80.122534,31.346458000000002,-12.866786,6.539406,-0.250708,-0.071961,0.34110300000000005,0.018416,0.039658,0.031277,168,126,208,167,127,218.0
99,115,-16.437544,-22.651564999999998,18,-94.999999,23.288452,73.25024,80.122534,31.346458000000002,-12.866786,6.539406,-0.250708,-0.071961,0.34110300000000005,0.018416,0.039658,0.031277,161,52,220,162,44,247.0
100,116,5.700794,-2.468083,18,-95.0,23.223573000000002,74.768376,72.208783,57.835688,-10.157695,5.111187999999999,-0.26859099999999997,-0.039222,0.314418,0.010512,0.015536000000000001,0.012223000000000001,124,171,207,125,174,188.0
101,117,-6.438352,-15.580549,18,-95.0,23.223573000000002,74.768376,72.208783,57.835688,-10.157695,5.111187999999999,-0.26859099999999997,-0.039222,0.314418,0.010512,0.015536000000000001,0.012223000000000001,177,126,191,178,126,181.0
102,118,-17.694097,12.324647,18,-95.0,23.223573000000002,74.768376,72.208783,57.835688,-10.157695,5.111187999999999,-0.26859099999999997,-0.039222,0.314418,0.010512,0.015536000000000001,0.012223000000000001,54,73,246,56,71,230.0
103,119,-11.622758000000001,-15.080978,18,-95.0,23.223573000000002,74.768376,72.208783,57.835688,-10.157695,5.111187999999999,-0.26859099999999997,-0.039222,0.314418,0.010512,0.015536000000000001,0.012223000000000001,176,100,190,176,98,181.0
104,121,5.439906,-23.419562,18,-95.0,23.066815,78.436521,80.30113,59.351204,-10.093629,5.102619,-0.247348,-0.073521,0.313657,0.013529,0.030455,0.019803,163,173,227,164,181,253.0
105,122,-18.201023,-15.070087,18,-95.0,23.066815,78.436521,80.30113,59.351204,-10.093629,5.102619,-0.247348,-0.073521,0.313657,0.013529,0.030455,0.019803,133,83,221,133,79,256.0
106,123,-19.295007000000002,-23.160569,18,-95.0,23.066815,78.436521,80.30113,59.351204,-10.093629,5.102619,-0.247348,-0.073521,0.313657,0.013529,0.030455,0.019803,164,77,218,164,71,254.0
107,124,3.234138,21.461851,18,-84.289879,24.924445000000002,34.967971,73.333855,-0.451028,0.0,-3.1477779999999997,-0.259283,0.060565,0.336303,0.0,1e-06,1e-06,142,135,182,142,133,192.0
108,126,-10.957049000000001,24.513575,18,-84.289879,24.924445000000002,34.967971,73.333855,-0.451028,0.0,-3.1477779999999997,-0.259283,0.060565,0.336303,0.0,1e-06,1e-06,129,77,208,129,82,199.0
109,127,-9.45997,14.085023999999999,18,-84.289879,24.924445000000002,34.967971,73.333855,-0.451028,0.0,-3.1477779999999997,-0.259283,0.060565,0.336303,0.0,1e-06,1e-06,167,82,189,167,85,193.0
110,129,-5.595032,-26.700442,18,-95.0,22.999999,80.0,80.833238,-89.76164399999999,-20.602742000000003,-1.299539,-0.244617,-0.074751,0.30446599999999996,0.011811,0.027672000000000002,0.016316999999999998,177,142,229,178,145,251.0
111,131,-19.28066,-29.910193,18,-95.0,22.999999,80.0,80.833238,-89.76164399999999,-20.602742000000003,-1.299539,-0.244617,-0.074751,0.30446599999999996,0.011811,0.027672000000000002,0.016316999999999998,193,89,229,193,84,265.0
112,132,9.404159,24.517960000000002,18,-95.0,24.243873,50.893353000000005,66.489806,-71.49616999999999,-20.672117,0.808483,-0.26824000000000003,0.041947000000000005,0.360608,0.004182,0.00321,0.006368,103,135,195,103,134,199.0
113,133,9.483396,11.317762,18,-95.0,24.243873,50.893353000000005,66.489806,-71.49616999999999,-20.672117,0.808483,-0.26824000000000003,0.041947000000000005,0.360608,0.004182,0.00321,0.006368,154,136,181,154,135,188.0
114,134,-0.404801,25.002449,18,-95.0,24.243873,50.893353000000005,66.489806,-71.49616999999999,-20.672117,0.808483,-0.26824000000000003,0.041947000000000005,0.360608,0.004182,0.00321,0.006368,100,95,186,101,96,207.0
115,135,-13.313976,-13.587106,18,-95.0,24.243873,50.893353000000005,66.489806,-71.49616999999999,-20.672117,0.808483,-0.26824000000000003,0.041947000000000005,0.360608,0.004182,0.00321,0.006368,274,25,267,278,30,293.0
116,136,2.90199,27.822763000000002,18,-91.817026,24.371326999999997,47.91093,65.452112,-0.24792899999999998,0.0,0.472653,-0.271122,0.036701,0.335025,6e-06,8e-06,7.000000000000001e-06,80,139,184,80,137,201.0
117,137,0.739463,7.12547,18,-91.817026,24.371326999999997,47.91093,65.452112,-0.24792899999999998,0.0,0.472653,-0.271122,0.036701,0.335025,6e-06,8e-06,7.000000000000001e-06,167,130,169,167,129,180.0
118,138,-11.734428,12.419433,18,-91.817026,24.371326999999997,47.91093,65.452112,-0.24792899999999998,0.0,0.472653,-0.271122,0.036701,0.335025,6e-06,8e-06,7.000000000000001e-06,149,78,169,149,80,186.0
119,139,-4.9429680000000005,-0.454216,18,-91.817026,24.371326999999997,47.91093,65.452112,-0.24792899999999998,0.0,0.472653,-0.271122,0.036701,0.335025,6e-06,8e-06,7.000000000000001e-06,201,102,169,201,102,188.0
120,140,4.783606,14.072311,18,-92.62541800000001,24.417893,46.821328,65.01713199999999,-0.049548,-0.000411,0.334467,-0.269596,0.040957,0.340407,1e-06,2e-06,1e-06,148,137,169,148,135,180.0
121,141,3.487307,-11.147445,18,-92.62541800000001,24.417893,46.821328,65.01713199999999,-0.049548,-0.000411,0.334467,-0.269596,0.040957,0.340407,1e-06,2e-06,1e-06,259,136,210,259,135,217.0
122,142,-15.910739000000001,17.951891,18,-92.62541800000001,24.417893,46.821328,65.01713199999999,-0.049548,-0.000411,0.334467,-0.269596,0.040957,0.340407,1e-06,2e-06,1e-06,132,48,189,134,53,200.0
123,144,8.489952,20.460966,18,-77.713712,24.907314000000003,35.368839,77.111197,-0.880769,0.0,-4.462551,-0.26306399999999996,0.050751,0.312171,1e-06,2e-06,2e-06,131,191,219,133,185,219.0
