,0,1,2
0,0.5199159934572214,0.45072188253590406,0.34999999999999987
1,0.7674503801708252,0.3414597185566676,0.34999999999999987
2,0.38561744852028446,0.6046189490820856,0.3999999999999999
3,0.7111298759362445,0.5261023351158339,0.19999999999999996
4,0.4259799841758858,0.5444005415205667,0.19999999999999996
5,0.41391806819995025,0.5261023351158339,0.19999999999999996
6,0.4259799841758858,0.35700886232585555,0.19999999999999996
7,0.5722464885130115,0.18439957776020915,0.0
8,0.5722464885130115,0.03882338028719334,0.0
9,0.8735933334779113,0.2880996366897107,0.19999999999999996
10,1.0,0.2880996366897107,0.19999999999999996
11,0.7593398825269924,0.6034642678800308,0.3999999999999999
12,0.7200322830313304,0.11080479781880698,0.3999999999999999
13,0.7780568309460962,0.1523687841764952,0.3999999999999999
14,0.534691462087545,0.6214082758929039,0.19999999999999996
15,0.8490685990718377,0.20323576367365614,0.3999999999999999
16,0.09884994393771113,0.3194367450323107,0.3999999999999999
17,0.7742797248976739,0.3077129521254408,0.3999999999999999
18,0.41314314906192073,0.3077129521254408,0.3999999999999999
19,0.9551792377510686,0.3202055311552562,0.19999999999999996
20,0.9501881788495448,0.2532070879965365,0.0
21,0.09884994393771113,0.49488979135915384,0.3999999999999999
22,0.6071934659535235,0.007513987256326793,0.0
23,0.6071934659535235,0.07106435346211498,0.0
24,0.6071934659535235,0.12589633031063252,0.0
25,0.6654481945530176,0.7416858257074989,0.3999999999999999
26,0.6071934659535235,0.42896431347038116,0.0
27,0.6071934659535235,0.5310778199761288,0.0
28,0.5749580592035579,0.5746629048051982,0.19999999999999996
29,0.09884994393771113,0.6797029897979978,0.3999999999999999
30,0.6071934659535235,0.27959547002591606,0.0
31,0.38561744852028446,0.6558284811905264,0.3999999999999999
32,0.3126919937708887,0.6986967743975785,0.3999999999999999
33,0.1629766856422949,0.5914530957905472,0.3999999999999999
34,0.7020790800700466,0.7037752091927347,0.3999999999999999
35,0.3817022656575503,0.7498648672797155,0.0
36,0.3157525768043302,0.7971057807340045,0.0
37,0.14142134957088326,0.1500611706970309,0.3999999999999999
38,0.8167798229187119,0.10646865808211459,0.19999999999999996
39,0.6014312364108013,0.26072662037276845,0.19999999999999996
40,0.4361580147960782,0.1500611706970309,0.3999999999999999
41,0.1748072576068993,0.38662913364641205,0.0
42,0.1748072576068993,0.3418158716290133,0.0
43,0.14449806119413894,0.5880358204869588,0.19999999999999996
44,0.8237277264246479,0.062224290388485204,0.3999999999999999
45,0.1748072576068993,0.6393647218463434,0.0
46,0.42096899073948935,0.1275752671068312,0.3999999999999999
47,0.3493251915790665,0.3802481717899133,0.3999999999999999
48,0.1477360299914215,0.5550942280990937,0.3999999999999999
49,0.9579996728323456,0.005310424505471256,0.19999999999999996
50,0.45326229094051507,0.005310424505471256,0.19999999999999996
51,0.3550381018186529,0.10415434725003764,0.19999999999999996
52,0.08051812843441664,0.41106538656219094,0.0
53,0.49147306015648035,0.45487513619364883,0.0
54,0.6794693679589119,0.45487513619364883,0.0
55,0.8749820151143415,0.02537893358743626,0.3999999999999999
56,0.6389274932997414,0.641289228238339,0.0
57,0.71276394767558,0.06814477067364472,0.3999999999999999
58,0.36288584563287907,0.06814477067364472,0.3999999999999999
59,0.3785555677313882,0.5331477340207005,0.19999999999999996
60,0.013886586571390636,0.9045117698359202,0.19999999999999996
61,0.2355650198318462,0.6520354545707718,0.3999999999999999
