,I1,I2,I3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5,I6,I7,I8,I9
622,-15.756785,25.38867,27,-68.693802,25.180366,28.979413,104.502294,-2.052565,0,-13.477449,-0.184397,0.047923,0.314947,0.000006,0.000006,0.000004,139,103,565,138,106,471
624,8.170381,27.183072,27,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,112,166,471,113,158,446
625,-2.280347,5.869914,27,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,200,124,450,200,123,432
626,-15.880897,28.178106,27,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,108,62,479,108,71,462
627,-7.871397,-13.558812,27,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,299,93,637,300,96,603
628,7.516565,23.722535,27,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,130,122,461,130,122,439
629,9.448013,-2.12357,27,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,241,132,525,241,130,497
630,-9.118505,19.488845,27,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,150,50,513,153,60,464
631,-8.580072,-2.561526,27,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,244,45,592,247,55,557
632,8.159488,8.477386,27,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,152,122,407,152,122,419
633,8.732159,-5.887114,27,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,209,126,436,209,126,444
634,-18.039683,22.225318,27,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,85,6,335,94,11,567
635,-10.367599,-6.217791,27,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,209,37,506,215,41,503
636,-2.121072,28.871939,27,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,5,167,296,6,170,373
637,2.162653,-20.603322,27,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,228,182,521,232,185,534
638,-15.999901,-2.76315,27,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,157,106,436,157,105,433
639,-17.721689,-15.172442,27,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,205,95,458,206,94,463
640,5.496117,-16.167115,27,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,127,150,466,127,157,612
641,3.037827,-25.531088,27,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,161,145,459,161,151,588
642,-10.200494,-22.126813,27,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,152,100,444,151,95,570
643,-5.466352,-27.250199,27,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,170,111,438,170,109,583
644,-16.75923,22.043086,28,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,78,96,558,79,99,547
645,-0.036464,-3.650134,28,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,187,170,499,190,168,511
646,-19.979148,12.625975,28,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,122,87,499,123,89,495
647,-19.842857,-21.93942,28,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,279,85,636,280,82,649
648,5.112239,-13.39811,28,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,146,132,456,145,135,457
649,8.826486,-24.229884,28,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,186,148,463,186,154,484
650,-10.21736,2.824853,28,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,68,77,549,69,70,591
651,-14.027419,-29.757506,28,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,211,63,506,211,50,557
653,9.480238,-18.446374,28,-95,23.661172,64.528567,94.122865,-56.776232,-20.568545,1.969227,-0.183185,-0.044327,0.355276,0.002495,0.019679,0.019355,153,128,470,153,130,538
654,-3.077706,-6.108804,28,-95,23.661172,64.528567,94.122865,-56.776232,-20.568545,1.969227,-0.183185,-0.044327,0.355276,0.002495,0.019679,0.019355,103,83,516,104,76,595
655,-1.750559,-22.677259,28,-95,23.661172,64.528567,94.122865,-56.776232,-20.568545,1.969227,-0.183185,-0.044327,0.355276,0.002495,0.019679,0.019355,170,85,485,171,79,575
656,6.088691,9.59059,28,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,64,136,520,65,137,506
657,4.87899,-14.271354,28,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,167,131,441,168,132,420
658,-3.966726,12.735607,28,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,47,94,565,49,91,561
659,-7.749446,-21.381576,28,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,198,80,461,200,74,456
660,9.663901,12.91034,28,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,104,124,494,104,123,475
661,9.972802,-28.372845,28,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,292,122,635,293,126,658
662,0.007373,29.673244,28,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,16,77,709,18,77,687
663,-4.428418,-10.841121,28,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,202,62,507,206,61,502
664,8.61252,10.432208,28,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,73,176,555,77,180,545
665,9.6011,-26.295276,28,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,236,181,540,239,189,551
666,-18.113046,15.177074,28,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,49,62,604,52,59,599
667,-19.940535,-10.310365,28,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,161,56,482,164,51,475
668,-1.07921,4.077948,28,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,110,138,470,111,140,460
669,-3.623079,-11.25965,28,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,171,129,453,171,130,448
670,-7.050918,12.390114,28,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,70,115,533,71,115,504
671,-10.913534,-11.319531,28,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,171,99,450,172,97,443
672,-12.546823,-1.715124,28,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,110,116,500,110,116,524
673,8.363492,-29.90096,28,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,226,200,604,231,214,661
674,-14.200795,9.851853,28,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,53,111,609,53,111,609
675,-18.821196,-25.251455,28,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,209,94,519,209,88,509
676,6.951647,19.267663,28,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,140,203,591,145,191,539
677,7.595092,-7.382756,28,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,260,217,751,267,204,699
678,-19.427963,26.936559,28,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,108,89,550,108,94,509
679,-19.046491,4.272475,28,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,203,86,535,203,90,509
680,2.406959,2.563002,28,-95,23.49706,68.368792,96.538706,28.919074,-13.103217,6.585045,-0.17549,-0.053588,0.339596,0.001329,0.017784,0.015148,35,130,640,35,133,824
681,9.160838,-26.060116,28,-95,23.49706,68.368792,96.538706,28.919074,-13.103217,6.585045,-0.17549,-0.053588,0.339596,0.001329,0.017784,0.015148,163,152,481,163,161,637
683,-3.65702,-28.264966,28,-95,23.49706,68.368792,96.538706,28.919074,-13.103217,6.585045,-0.17549,-0.053588,0.339596,0.001329,0.017784,0.015148,175,107,468,174,103,601
684,9.57486,26.323536,28,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,68,140,520,69,137,526
685,7.244878,-12.874821,28,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,242,130,500,243,130,523
686,-19.822905,24.381146,28,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,75,6,335,82,11,616
687,-10.552478,-26.860548,28,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,312,41,378,313,40,267
688,-2.053183,20.501672,29,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,11,164,596,11,169,708
689,0.590515,-25.240826,29,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,218,171,589,222,177,616
690,-18.633076,2.947355,29,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,100,93,560,101,91,554
691,-16.910453,-13.017446,29,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,164,98,511,165,96,523
692,1.976507,6.211883,29,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,92,136,516,92,138,492
693,3.68002,-29.243162,29,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,247,144,543,249,147,555
694,-16.132318,21.393681,29,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,12,54,588,12,53,677
695,-19.581675,-29.154204,29,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,247,48,598,249,35,620
696,9.725774,24.7726,29,-84.576805,24.960927,34.114301,96.014741,-1.910126,0,-9.302068,-0.176461,0.045602,0.355853,0.000002,0.000004,0.000003,143,126,618,143,124,510
697,9.78809,1.258924,29,-84.576805,24.960927,34.114301,96.014741,-1.910126,0,-9.302068,-0.176461,0.045602,0.355853,0.000002,0.000004,0.000003,244,128,702,243,127,593
