,I0,I1,I2,I3,I4,I5,I6,I7,I8,O0,O1,O2,O3,O4,O5,O6
0,0.9502616678363596,0.7895045321639039,0.8500000000000001,0.478125,0.5,0.3813011632916846,0.48125,0.5,0.3505843071786311,0.07905508706869346,0.01780481401198286,0.7057094973286353,0.8852954528147787,0.42713062709546035,0.9999999999999999,0.3688258795657796
1,0.97320581744161,0.28548014192407534,0.8500000000000001,0.909375,0.5166666666666666,0.5872468763464024,0.9125000000000001,0.5208333333333334,0.5742904841402338,0.07905508706869346,0.01780481401198286,0.7057094973286353,0.8852954528147787,0.42713062709546035,0.9999999999999999,0.3688258795657796
2,0.23622958899358454,0.8061334682407784,0.8500000000000001,0.45937500000000003,0.10416666666666667,0.4825506247307195,0.484375,0.1875,0.414579855314413,0.07905508706869346,0.01780481401198286,0.7057094973286353,0.8852954528147787,0.42713062709546035,0.9999999999999999,0.3688258795657796
3,0.891173541935459,0.8792106504724283,0.8500000000000001,0.0625,0.7208333333333333,0.4907367514002585,0.078125,0.725,0.6722314969393434,0.05317972020544692,0.010606488857141994,0.8246886682934693,0.8037892502061439,0.43330073117434886,0.9999999999999999,0.44565328612624283
4,0.5729997885067092,0.23558914122010732,0.8500000000000001,0.6218750000000001,0.5416666666666666,0.3196897888841017,0.625,0.5458333333333333,0.419588202559822,0.05317972020544692,0.010606488857141994,0.8246886682934693,0.8037892502061439,0.43330073117434886,0.9999999999999999,0.44565328612624283
5,0.43525973927940775,0.6279131634877196,0.8500000000000001,0.31562500000000004,0.4708333333333333,0.3261525204653166,0.31875000000000003,0.4708333333333333,0.4335002782415137,0.05317972020544692,0.010606488857141994,0.8246886682934693,0.8037892502061439,0.43330073117434886,0.9999999999999999,0.44565328612624283
6,0.05609642437391371,0.05926395134031709,0.8500000000000001,0.784375,0.29583333333333334,0.3976734166307626,0.790625,0.25,0.5559265442404007,0.05317972020544692,0.010606488857141994,0.8246886682934693,0.8037892502061439,0.43330073117434886,0.9999999999999999,0.44565328612624283
7,0.9833231260765884,0.9766831502692352,0.8500000000000001,0.47500000000000003,0.5458333333333333,0.5829383886255923,0.47187500000000004,0.5291666666666667,0.34279354479688373,0.10803824275234908,0.020677972086357688,0.6582217849868847,0.9999992646484479,0.42032647280885604,0.999999155528243,0.006630487871058688
8,0.8609594607575736,0.4290195889391797,0.8500000000000001,0.940625,0.49583333333333335,0.6156828953037483,0.940625,0.5,0.43572621035058434,0.10803824275234908,0.020677972086357688,0.6582217849868847,0.9999992646484479,0.42032647280885604,0.999999155528243,0.006630487871058688
9,0.36322229200743744,0.9580095232282566,0.8500000000000001,0.503125,0.22083333333333333,0.6458423093494183,0.503125,0.3125,0.3639398998330551,0.10803824275234908,0.020677972086357688,0.6582217849868847,0.9999992646484479,0.42032647280885604,0.999999155528243,0.006630487871058688
10,0.49769829032457613,0.6976012905735794,0.8500000000000001,0.27187500000000003,0.6041666666666666,0.3830245583800086,0.278125,0.6125,0.49972175848636624,0.10088346253816682,0.01183273099475729,0.804420428739693,0.9398261007967612,0.4296557632141291,0.9999999999999999,0.39818935108339903
11,0.7137398560375992,0.2546996874552879,0.8500000000000001,0.61875,0.725,0.3670831538130116,0.6375000000000001,0.7375,0.5019476905954369,0.10088346253816682,0.01183273099475729,0.804420428739693,0.9398261007967612,0.4296557632141291,0.9999999999999999,0.39818935108339903
12,0.09413428768511833,0.8464467552377606,0.8500000000000001,0.12812500000000002,0.4083333333333333,0.47091770788453247,0.13125,0.425,0.6160267111853089,0.10088346253816682,0.01183273099475729,0.804420428739693,0.9398261007967612,0.4296557632141291,0.9999999999999999,0.39818935108339903
13,0.09005743051550252,0.19928335764800847,0.8500000000000001,0.675,0.4125,0.36277466609220166,0.68125,0.3958333333333333,0.4685587089593768,0.10088346253816682,0.01183273099475729,0.804420428739693,0.9398261007967612,0.4296557632141291,0.9999999999999999,0.39818935108339903
14,0.8079965239213877,0.4818219867800459,0.8500000000000001,0.328125,0.5458333333333333,0.3119345109866437,0.33125000000000004,0.5541666666666667,0.45130773511407907,0.0,0.005306291276553299,0.9122940326863728,0.881270179272172,0.15727723081280742,0.7312103603935771,0.8900273399415775
15,0.7637138636056654,0.18171975056153256,0.8500000000000001,0.55625,0.5291666666666667,0.28349849202929767,0.5593750000000001,0.5333333333333333,0.432943795214246,0.0,0.005306291276553299,0.9122940326863728,0.881270179272172,0.15727723081280742,0.7312103603935771,0.8900273399415775
16,0.29170055168619474,0.48743610946223864,0.8500000000000001,0.31562500000000004,0.3125,0.3287376130978027,0.328125,0.2791666666666667,0.4991652754590985,0.0,0.005306291276553299,0.9122940326863728,0.881270179272172,0.15727723081280742,0.7312103603935771,0.8900273399415775
17,0.6907738957692124,0.07002456054444295,0.8500000000000001,0.6531250000000001,0.4875,0.3033175355450237,0.65625,0.48333333333333334,0.4401780745687257,0.0,0.005306291276553299,0.9122940326863728,0.881270179272172,0.15727723081280742,0.7312103603935771,0.8900273399415775
18,0.8869941779891732,0.7846555442186177,0.8500000000000001,0.421875,0.5125,0.3498492029297716,0.42500000000000004,0.5125,0.3489148580968281,0.0759759366122329,0.01646926375639146,0.7277844879162942,0.844583245227323,0.42880882279408533,0.9999999999999999,0.3843428402475378
19,0.8586242167700686,0.22824773622307332,0.8500000000000001,0.890625,0.5,0.5170185264971995,0.8968750000000001,0.5041666666666667,0.5314412910406233,0.0759759366122329,0.01646926375639146,0.7277844879162942,0.844583245227323,0.42880882279408533,0.9999999999999999,0.3843428402475378
20,0.04374297165575736,0.8457395634890291,0.8500000000000001,0.35625,0.05416666666666667,0.34037052994398964,0.3875,0.11666666666666667,0.45575959933222043,0.0759759366122329,0.01646926375639146,0.7277844879162942,0.844583245227323,0.42880882279408533,0.9999999999999999,0.3843428402475378
21,0.8317179748321648,0.6798337388674383,0.8500000000000001,0.42812500000000003,0.625,0.3218440327445067,0.434375,0.6125,0.3539232053422371,0.10107191891047729,0.015253029894589432,0.7478873110139801,0.9011653606278403,0.43193610956236533,0.9999999999999999,0.3731083511264393
22,0.8320456357898487,0.19833290222681138,0.8500000000000001,0.83125,0.6458333333333334,0.43989659629470057,0.8406250000000001,0.6416666666666666,0.5030606566499722,0.10107191891047729,0.015253029894589432,0.7478873110139801,0.9011653606278403,0.43193610956236533,0.9999999999999999,0.3731083511264393
23,0.06341856125509715,0.6358266156046798,0.8500000000000001,0.465625,0.23333333333333334,0.3537268418785007,0.484375,0.25416666666666665,0.3823038397328882,0.10107191891047729,0.015253029894589432,0.7478873110139801,0.9011653606278403,0.43193610956236533,0.9999999999999999,0.3731083511264393
24,0.27224587437779496,0.5089615537499971,0.8500000000000001,0.55,0.3208333333333333,0.3356311934510987,0.5593750000000001,0.32916666666666666,0.3644963828603228,0.10107191891047729,0.015253029894589432,0.7478873110139801,0.9011653606278403,0.43193610956236533,0.9999999999999999,0.3731083511264393
25,0.8825538877022732,0.5271560863171133,0.8500000000000001,0.1875,0.55,0.3731150366221456,0.1875,0.5625,0.6633277685030607,0.0,0.004749651070663052,0.9214946145039862,0.952778583033119,0.16155216497902153,0.7313585651869132,0.8912829936581066
26,0.8950360667538559,0.1099814539009829,0.8500000000000001,0.5281250000000001,0.55,0.2809133993968117,0.5281250000000001,0.5708333333333333,0.5114079020589872,0.0,0.004749651070663052,0.9214946145039862,0.952778583033119,0.16155216497902153,0.7313585651869132,0.8912829936581066
27,0.03779450574365273,0.033202685173947755,0.8500000000000001,0.58125,0.19166666666666665,0.3347694959069366,0.59375,0.07083333333333333,0.6093489148580968,0.0,0.004749651070663052,0.9214946145039862,0.952778583033119,0.16155216497902153,0.7313585651869132,0.8912829936581066
