,0,1,2,3,4,5
0,0.0,0.03143971346909835,0.5158285470085471,1.0,0.26476618715874517,0.863622643269733
1,0.0,0.024017375999548618,0.6301324444444445,0.965398207565022,0.28440076049445107,0.7915989052646006
2,0.1745061142857144,0.030344557653388116,0.5326939487179487,0.4702351221527512,0.4715096511732314,0.9999999888241673
3,0.5243669333333334,0.03437194715917019,0.4710175555555556,0.7921877649087534,0.46848854258649053,0.9998869788037257
4,0.20287299047619056,0.03890620678165696,0.40084451282051287,0.7739027197062036,0.46479607653602945,1.0
5,0.16033211428571437,0.03156106411529702,0.5139596153846154,0.5104976567890085,0.4716362600045283,1.0
6,0.20368016190476212,0.03915405093106361,0.3970277606837607,0.7808633300323677,0.4643504497118144,1.0
7,0.2195645142857141,0.12856869795925457,0.3050893931623932,0.9989055586152378,0.4556622607990486,0.9967950505723753
8,0.0,0.021251518928531943,0.6727266495726496,0.47060496404681684,0.672587429552082,0.8665605349987351
9,0.4187458857142857,0.026509051259505145,0.5917617008547009,0.5517808709643832,0.47173936830276586,1.0
10,0.46694578095238104,0.03138659658736109,0.5166533333333334,0.6941701477033009,0.4740114990944131,0.997488309827521
11,0.4149558857142858,0.026161609710088074,0.5971113504273505,0.5452126736570517,0.47527084059262426,1.0
12,0.2551650666666667,0.012887662002917855,0.8015300427350429,0.21356012691315618,0.47705702638538633,1.0
13,0.34581586666666675,0.02009832415329027,0.6904859401709402,0.37814260960337176,0.4755961986156037,1.0
14,0.3947690857142858,0.024370700665696077,0.62469205982906,0.4776693204088809,0.48066196980271003,0.9999998435383419
15,0.43040078095238105,0.027648207074072506,0.5742176153846155,0.5824792971705799,0.4732047869284132,1.0
16,0.3280947428571429,0.04375553133102511,0.326331170940171,0.9714223374988742,0.4587327065583102,0.999998334800925
17,0.2729442000000001,0.09146716645539826,0.3089901196581197,0.9999996680716943,0.4572962277582405,0.9999830239101017
18,0.29905480000000007,0.026215207111293326,0.5962859145299146,0.450488781026122,0.4744221773019568,1.0
19,0.19020349523809532,0.024811934420469195,0.6178963076923079,0.3428873978587448,0.47672206824356067,1.0
20,0.0,0.018755168344021578,0.7111705555555556,0.5210435722655311,0.647306213915764,0.8598308955694316
21,0.0,0.010068246491733823,0.8449491025641027,0.3022121288151789,0.1467905591059822,0.7703839225990436
22,0.28372532380952376,0.012116662022943814,0.8134034529914531,0.2378520048967534,0.48060729793945023,1.0
23,0.5042192095238096,0.02958141481606713,0.5444463333333335,0.6840277464033813,0.4712787659904959,1.0
24,0.26979038095238106,0.015109259347811432,0.7673175555555558,0.24883625014102329,0.4789008651921153,0.9999999888241673
25,0.25979068571428565,0.01907496054350749,0.7062457777777779,0.28726134032133377,0.4764629347692323,1.0
26,0.2494438952380953,0.023602350036302566,0.6365561367521368,0.36474369658005745,0.4855052065157867,0.9999994188566986
27,0.17785640952380932,0.03155276541421387,0.5140874273504275,0.518700564119531,0.47272760523414065,1.0
28,0.04979412380952375,0.03866150548931152,0.4046128290598291,0.7546093500736824,0.46635819950654356,0.9945066758892619
29,0.020000590476190405,0.034153336775237964,0.47404131623931633,0.5725930338796639,0.46848890288150774,1.0
30,0.04925531428571428,0.01497548013050698,0.7693777435897436,0.060182584909380665,0.4802924291504402,1.0
31,0.12286439047619058,0.016383337236796414,0.747696606837607,0.1369313427322396,0.4802111768128447,1.0
32,0.27110939047619054,0.018570817699459286,0.714009452991453,0.2854166303235912,0.4771081417881535,1.0
33,0.09629550476190485,0.03797760940317896,0.41514496581196586,0.7239722199612166,0.4678041970685201,1.0
34,0.04865779999999986,0.0749591928582028,0.3503925897435898,0.9379558873920684,0.4598579078971224,0.9911686781731327
35,0.3159064761904763,0.10256799733589617,0.31613469230769237,1.0,0.29314276121140337,1.0
36,0.10212896190476195,0.0198007657194606,0.6950683504273505,0.24851354206632514,0.47659547103468364,1.0
37,0.27630733333333335,0.026252090227218416,0.5957178632478634,0.5036322361246501,0.4739936761134801,1.0
