,I1,I2,I3,I4,I5,I6,I7,I8,I9,O1,O2,O3,O4,O5,O6,O7
0,0.4824298278697664,0.9148200282037371,0.0,0.28391167192429023,0.5990566037735848,0.08664021164021163,0.2870662460567823,0.5990566037735848,0.06391545042778057,0.35097837456052616,0.4375256702331676,0.4369210940780962,0.14398902215747,0.4954242070685879,1.0,0.7339224297629328
1,0.47820048901907586,0.18423281808960396,0.0,0.9116719242902208,0.6084905660377358,0.10714285714285715,0.9148264984227129,0.6037735849056604,0.0905888273779567,0.35097837456052616,0.4375256702331676,0.4369210940780962,0.14398902215747,0.4954242070685879,1.0,0.7339224297629328
2,0.34013922000203783,0.8711152580460235,0.0,0.3217665615141956,0.5141509433962264,0.082010582010582,0.3249211356466877,0.5141509433962264,0.06542526421741318,0.35097837456052616,0.4375256702331676,0.4369210940780962,0.14398902215747,0.4954242070685879,1.0,0.7339224297629328
3,0.14644582968138276,0.45480659351072233,0.0,0.6529968454258676,0.3915094339622641,0.07208994708994709,0.6593059936908517,0.3962264150943396,0.06391545042778057,0.35097837456052616,0.4375256702331676,0.4369210940780962,0.14398902215747,0.4954242070685879,1.0,0.7339224297629328
4,0.7675399985276616,0.9919668064250384,0.0,0.42586750788643535,0.6509433962264151,0.10912698412698413,0.42902208201892744,0.6367924528301886,0.06743834927025666,0.5854403547048248,0.6958159366717203,0.10456086022869776,0.38375225295225945,0.4838607307469697,0.9999230561541537,0.4386445474495405
5,0.800966482162033,0.799297650428406,0.0,0.5646687697160884,0.6839622641509433,0.11309523809523808,0.5678233438485805,0.6698113207547169,0.0684448917966784,0.5854403547048248,0.6958159366717203,0.10456086022869776,0.38375225295225945,0.4838607307469697,0.9999230561541537,0.4386445474495405
6,0.5412306108764202,0.9481576262273879,0.0,0.4637223974763407,0.5471698113207546,0.11243386243386244,0.4668769716088328,0.5471698113207546,0.06643180674383492,0.5854403547048248,0.6958159366717203,0.10456086022869776,0.38375225295225945,0.4838607307469697,0.9999230561541537,0.4386445474495405
7,0.26583680702070717,0.5191164312060501,0.0,0.8170347003154574,0.3490566037735849,0.15013227513227512,0.8233438485804416,0.37264150943396224,0.0890790135883241,0.5854403547048248,0.6958159366717203,0.10456086022869776,0.38375225295225945,0.4838607307469697,0.9999230561541537,0.4386445474495405
8,0.5937444487239467,0.5365932390090272,0.0,0.07570977917981073,0.7216981132075471,0.16865079365079366,0.08201892744479496,0.7547169811320754,0.16809260191243078,0.0,0.0,1.0,0.4837077166055166,0.00741204493218417,0.0188335704614343,0.8780990243449198
9,0.47404926812509973,0.049288252355793316,0.0,0.49842271293375395,0.6462264150943395,0.10317460317460317,0.5047318611987381,0.6650943396226414,0.10367388022143934,0.0,0.0,1.0,0.4837077166055166,0.00741204493218417,0.0188335704614343,0.8780990243449198
10,0.007479852702141132,0.013031398380265014,0.0,0.5331230283911672,0.40566037735849053,0.10648148148148148,0.5331230283911672,0.3820754716981132,0.10216406643180673,0.0,0.0,1.0,0.4837077166055166,0.00741204493218417,0.0188335704614343,0.8780990243449198
11,0.6388323796029914,0.5321434040168039,0.0,0.03785488958990536,0.7499999999999999,0.18981481481481483,0.044164037854889586,0.7877358490566037,0.19073980875691995,0.0,0.0,1.0,0.5271629921427612,0.005219861690176464,0.017760082019942502,0.8737829249358406
12,0.9791885494745727,0.003869367274990987,0.0,0.48580441640378547,0.9009433962264151,0.12764550264550265,0.4952681388012618,0.9716981132075471,0.13638651233014593,0.0,0.0,1.0,0.5271629921427612,0.005219861690176464,0.017760082019942502,0.8737829249358406
13,0.09823951532325559,0.016267174403628293,0.0,0.49842271293375395,0.4528301886792453,0.10780423280423279,0.501577287066246,0.4386792452830189,0.1112229491696024,0.0,0.0,1.0,0.5271629921427612,0.005219861690176464,0.017760082019942502,0.8737829249358406
14,0.8863862839938141,0.853151019687121,0.0,0.0914826498422713,0.570754716981132,0.11044973544973546,0.0946372239747634,0.5660377358490565,0.07599396074484147,0.0,0.19225800541919025,0.7525712711299168,0.19196506835643024,0.024786504080177907,0.010938396349833623,0.7015053390000624
15,0.9156902533328996,0.22646046674661313,0.0,0.6277602523659306,0.5849056603773585,0.07605820105820105,0.6309148264984227,0.5896226415094339,0.04932058379466533,0.0,0.19225800541919025,0.7525712711299168,0.19196506835643024,0.024786504080177907,0.010938396349833623,0.7015053390000624
16,0.5032977913856466,0.17623885343079926,0.0,0.668769716088328,0.32075471698113206,0.08465608465608465,0.6750788643533123,0.3160377358490566,0.04932058379466533,0.0,0.19225800541919025,0.7525712711299168,0.19196506835643024,0.024786504080177907,0.010938396349833623,0.7015053390000624
17,0.3178112208726379,0.9127642927149164,0.0,0.48580441640378547,0.5471698113207546,0.12896825396825395,0.48895899053627756,0.5471698113207546,0.07448414695520886,0.9557128119752063,0.7481105230965621,0.0372099231965593,0.5907889735659144,0.49089003389631186,0.9999999044769139,0.3947542843526705
