,0,1,2,3,4,5,6,7,8
0,0.9019718999407331,0.4364186360965916,0.375,0.22397476340694006,0.8537735849056602,0.33664021164021163,0.2397476340694006,0.9245283018867924,0.33215903371917466
1,0.03252537649987808,0.5610848750918076,0.375,0.19558359621451102,0.2971698113207547,0.3108465608465608,0.20504731861198738,0.2641509433962264,0.2526421741318571
2,0.5937444487239467,0.5365932390090272,0.0,0.07570977917981073,0.7216981132075471,0.16865079365079366,0.08201892744479496,0.7547169811320754,0.16809260191243078
3,0.5663647217040291,0.05214618494448309,0.375,0.5362776025236593,0.6933962264150942,0.2665343915343915,0.5425867507886435,0.7264150943396226,0.26421741318570713
4,0.9461963323302583,0.889160308974225,0.375,0.16403785488958988,0.5896226415094339,0.2777777777777778,0.17034700315457413,0.580188679245283,0.2128837443381983
5,0.023943137062439335,0.3207066936438251,0.375,0.6214511041009464,0.004716981132075474,0.166005291005291,0.6624605678233438,0.0,0.1097131353799698
6,0.5032977913856466,0.17623885343079926,0.0,0.668769716088328,0.32075471698113206,0.08465608465608465,0.6750788643533123,0.3160377358490566,0.04932058379466533
7,0.3178112208726379,0.9127642927149164,0.0,0.48580441640378547,0.5471698113207546,0.12896825396825395,0.48895899053627756,0.5471698113207546,0.07448414695520886
8,0.9404167037863105,0.23707241462529483,0.375,0.5615141955835962,0.6556603773584905,0.2189153439153439,0.5678233438485805,0.6698113207547169,0.16004026170105687
9,0.4444331270281329,0.6409284116702836,0.375,0.2365930599369085,0.37264150943396224,0.25595238095238093,0.24290220820189273,0.3584905660377358,0.18117765475591344
10,0.11085108096847862,0.279405608940078,0.375,0.5141955835962145,0.17452830188679244,0.2466931216931217,0.5331230283911672,0.14150943396226415,0.1816809260191243
11,0.9886865994263216,0.7306731663642221,0.375,0.4069400630914827,0.6745283018867924,0.2037037037037037,0.41324921135646686,0.6698113207547169,0.16305988928032208
12,0.9933888803239572,0.9157987971769677,0.0,0.4921135646687697,0.8584905660377358,0.1335978835978836,0.49842271293375395,0.8160377358490565,0.07649723200805233
